record id,save datetime,author list,journal,title,abstract,pmid,doi,url,version,epost date,publish date,date,affiliations list,all affiliations,pdf url,article_source,record change number,match result,match id
49,09/01/2022,"Laura M. Gunsalus, Michael J. Keiser, Katherine S. Pollard",biorxiv,In silico discovery of repetitive elements as key sequence determinants of 3D genome folding,"Natural and experimental genetic variants can modify DNA loops and insulating boundaries to tune transcription, but it is unknown how sequence perturbations affect chromatin organization genome-wide. We developed an in silico deep-learning strategy to quantify the effect of any insertion, deletion, inversion, or substitution on chromatin contacts and systematically scored millions of synthetic variants. While most genetic manipulations have little impact, regions with CTCF motifs and active transcription are highly sensitive, as expected. However, our analysis also points to noncoding RNA genes and several families of repetitive elements as CTCF motif-free DNA sequences with particularly large effects on nearby chromatin interactions, sometimes exceeding the effects of CTCF sites and explaining interactions that lack CTCF. We anticipate that our available disruption tracks may be of broad interest and utility as a measure of 3D genome sensitivity and our computational strategies may serve as a template for biological inquiry with deep learning.",,10.1101/2022.08.11.503410,http://www.biorxiv.org/content/10.1101/2022.08.11.503410v1,2022.08.11.503410,08/12/2022,,2022-08-12,"Bakar Computational Health Sciences Institute, University of California; Chan Zuckerberg Biohub; Department of Bioengineering and Therapeutic Sciences, University of California; Department of Epidemiology & Biostatistics, University of California; Department of Pharmaceutical Chemistry, University of California, San Francisco; Gladstone Institutes; Institute for Neurodegenerative Diseases, University of California; Kavli Institute for Fundamental Neuroscience, University of California","Gladstone Institutes; Institute for Neurodegenerative Diseases, University of California; Institute for Neurodegenerative Diseases, University of California; Bakar Computational Health Sciences Institute, University of California; Department of Bioengineering and Therapeutic Sciences, University of California; Kavli Institute for Fundamental Neuroscience, University of California; Department of Pharmaceutical Chemistry, University of California, San Francisco; Gladstone Institutes; Chan Zuckerberg Biohub; Department of Epidemiology & Biostatistics, University of California",,,0,,
50,09/01/2022,"Zoe L. Watson, Isaac Knudson, Fred R. Ward, Scott J. Miller, Jamie H. D. Cate, Alanna Schepartz, Ara M. Abramyan",biorxiv,Atomistic simulations of the E. coli ribosome provide selection criteria for translationally active substrates,"As genetic code expansion advances beyond L-α-amino acids to backbone modifications and new polymerization chemistries, the field faces an increasingly broad challenge to discover what the ribosome can accommodate. Although the E. coli ribosome tolerates non-L-α-amino acids in vitro, few structural insights are available, and the boundary conditions for efficient bond formation are unknown. We describe a 2.1 Å cryo-EM structure of the E. coli ribosome containing well-resolved α-amino acid monomers coupled with a computational approach for which energy surface minima produced by metadynamics trend in agreement with established incorporation efficiencies. Reactive monomers across diverse structural classes favor a conformational space characterized by an A-site nucleophile to P-site carbonyl distance of < 4 Å and a Bürgi-Dunitz angle of 90-110°. Monomers whose free energy minima fall outside these regions do not react. Application of this model should accelerate the in vivo and in vitro ribosomal synthesis and application of sequence-defined, non-peptide heterooligomers.",,10.1101/2022.08.13.503842,http://www.biorxiv.org/content/10.1101/2022.08.13.503842v1,2022.08.13.503842,08/13/2022,,2022-08-13,"California Institute for Quantitative Biosciences (QB3), University of California; Center for Genetically Encoded Materials, University of California; Chan Zuckerberg Biohub; Department of Chemistry, University of California; Department of Chemistry, Yale University; Department of Molecular and Cellular Biology, University of California; Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory; Schrödinger, Inc","Department of Chemistry, University of California; Center for Genetically Encoded Materials, University of California; California Institute for Quantitative Biosciences (QB3), University of California; Department of Chemistry, University of California; Center for Genetically Encoded Materials, University of California; Center for Genetically Encoded Materials, University of California; Department of Molecular and Cellular Biology, University of California; Center for Genetically Encoded Materials, University of California; Department of Chemistry, Yale University; Department of Chemistry, University of California; Center for Genetically Encoded Materials, University of California; Department of Molecular and Cellular Biology, University of California; Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory; Department of Chemistry, University of California; Center for Genetically Encoded Materials, University of California; Department of Molecular and Cellular Biology, University of California; California Institute for Quantitative Biosciences (QB3), University of California; Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory; Chan Zuckerberg Biohub; Schrödinger, Inc",,,0,,
51,09/01/2022,"Shixuan Liu, Camille Ezran, Michael F. Z. Wang, Zhengda Li, Tabula Microcebus Consortium, Jonathon Z. Long, Iwijn De Vlaminck, Sheng Wang, Christin Kuo, Jacques Epelbaum, Jeremy Terrien, Mark A. Krasnow, James E. Ferrell Jr.",biorxiv,An organism-wide atlas of hormonal signaling based on the mouse lemur single-cell transcriptome,"Hormones coordinate long-range cell-cell communication in multicellular organisms and play vital roles in normal physiology, metabolism, and health. Using the newly-completed organism-wide single cell transcriptional atlas of a non-human primate, the mouse lemur (Microcebus murinus), we have systematically identified hormone-producing and -target cells for 87 classes of hormones, and have created a browsable atlas for hormone signaling that reveals previously unreported sites of hormone regulation and species-specific rewiring. Hormone ligands and receptors exhibited cell-type-dependent, stereotypical expression patterns, and their transcriptional profiles faithfully classified the discrete cell types defined by the full transcriptome, despite their comprising less than 1% of the transcriptome. Although individual cell types generally exhibited the same characteristic patterns of hormonal gene expression, a number of examples of similar or seemingly-identical cell types (e.g., endothelial cells of the lung versus of other organs) displayed different hormonal gene expression patterns. By linking ligand-expressing cells to the cells expressing the corresponding receptor, we constructed an organism-wide map of the hormonal cell-cell communication network. The hormonal cell-cell network was remarkably densely and robustly connected, and included classical hierarchical circuits (e.g. pituitary → peripheral endocrine gland → diverse cell types) as well as examples of highly distributed control. The network also included both well-known examples of feedback loops and a long list of potential novel feedback circuits. This primate hormone atlas provides a powerful resource to facilitate discovery of regulation on an organism-wide scale and at single-cell resolution, complementing the single-site-focused strategy of classical endocrine studies. The network nature of hormone regulation and the principles discovered here further emphasize the importance of a systems approach to understanding hormone regulation.",,10.1101/2021.12.13.472243,http://www.biorxiv.org/content/10.1101/2021.12.13.472243v2,2021.12.13.472243,08/14/2022,,2022-08-14,"Department of Biochemistry, Stanford University School of Medicine; Department of Chemical and Systems Biology, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Department of Pediatrics, Stanford University School of Medicine; Howard Hughes Medical Institute, Stanford University School of Medicine; Meinig School of Biomedical Engineering, Cornell University; Paul G. Allen School of Computer Science & Engineering, University of Washington; Stanford ChEM-H, Stanford University; Unité Mixte de Recherche en Santé 894 INSERM, Centre de Psychiatrie et Neurosciences, Université Paris Descartes; Unité Mécanismes Adaptatifs et Evolution (MECADEV),","Department of Chemical and Systems Biology, Stanford University School of Medicine; Department of Biochemistry, Stanford University School of Medicine; Howard Hughes Medical Institute, Stanford University School of Medicine; Department of Biochemistry, Stanford University School of Medicine; Howard Hughes Medical Institute, Stanford University School of Medicine; Meinig School of Biomedical Engineering, Cornell University; Department of Chemical and Systems Biology, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Stanford ChEM-H, Stanford University; Meinig School of Biomedical Engineering, Cornell University; Paul G. Allen School of Computer Science & Engineering, University of Washington; Department of Pediatrics, Stanford University School of Medicine; Unité Mécanismes Adaptatifs et Evolution (MECADEV),; Unité Mixte de Recherche en Santé 894 INSERM, Centre de Psychiatrie et Neurosciences, Université Paris Descartes; Unité Mécanismes Adaptatifs et Evolution (MECADEV),; Department of Biochemistry, Stanford University School of Medicine; Howard Hughes Medical Institute, Stanford University School of Medicine; Department of Chemical and Systems Biology, Stanford University School of Medicine; Department of Biochemistry, Stanford University School of Medicine",,,0,,
52,09/01/2022,Michael C Lanz;Evgeny Zatulovskiy;Matthew P Swaffer;Lichao Zhang;Ilayda Ilerten;Shuyuan Zhang;Dong Shin You;Georgi Marinov;Patrick McAlpine;Joshua E Elias;Jan M Skotheim,Mol Cell,Increasing cell size remodels the proteome and promotes senescence,"Cell size is tightly controlled in healthy tissues, but it is unclear how deviations in cell size affect cell physiology. To address this, we measured how the cell's proteome changes with increasing cell size. Size-dependent protein concentration changes are widespread and predicted by subcellular localization, size-dependent mRNA concentrations, and protein turnover. As proliferating cells grow larger, concentration changes typically associated with cellular senescence are increasingly pronounced, suggesting that large size may be a cause rather than just a consequence of cell senescence. Consistent with this hypothesis, larger cells are prone to replicative, DNA-damage-induced, and CDK4/6i-induced senescence. Size-dependent changes to the proteome, including those associated with senescence, are not observed when an increase in cell size is accompanied by an increase in ploidy. Together, our findings show how cell size could impact many aspects of cell physiology by remodeling the proteome and provide a rationale for cell size control and polyploidization.              Keywords:                    DNA damage; SA-beta-Gal; cell cycle; cell size; p16(INK4); palbociclib; polyploidy; proteomics; senescence; size-scaling.",35987199,10.1016/j.molcel.2022.07.017.,https://doi.org/10.1016/j.molcel.2022.07.017,,,08/15/2022,2022-08-15,"1 Department of Biology, Stanford University, Stanford, CA 94305, USA; Chan Zuckerberg Biohub, Stanford, CA 94305, USA.2 Department of Biology, Stanford University, Stanford, CA 94305, USA. Electronic address: evgeny@stanford.edu.3 Department of Biology, Stanford University, Stanford, CA 94305, USA.4 Chan Zuckerberg Biohub, Stanford, CA 94305, USA.5 Department of Genetics, Stanford University, Stanford, CA 94305, USA.6 Department of Biology, Stanford University, Stanford, CA 94305, USA. Electronic address: skotheim@stanford.edu.",,,2022 Aug 15;S1097-2765(22)00713-4.,0,,
53,09/01/2022,Ruishan Liu;Angela Oliveira Pisco;Emelie Braun;Sten Linnarsson;James Zou,J Mol Biol,"Dynamical Systems Model of RNA Velocity Improves Inference of Single-cell Trajectory, Pseudo-time and Gene Regulation","Recent development in inferring RNA velocity from single-cell RNA-seq opens up exciting new vista into developmental lineage and cellular dynamics. However, the estimated velocity only gives a snapshot of how the transcriptome instantaneously changes in individual cells, and it does not provide quantitative predictions and insights about the whole system. In this work, we develop RNA-ODE, a principled computational framework that extends RNA velocity to quantify systems level dynamics and improve single-cell data analysis. We model the gene expression dynamics by an ordinary differential equation (ODE) based formalism. Given a snapshot of gene expression at one time, RNA-ODE is able to predict and extrapolate the expression trajectory of each cell by solving the dynamic equations. Systematic experiments on simulations and on new data from developing brain demonstrate that RNA-ODE substantially improves many aspects of standard single-cell analysis. By leveraging temporal dynamics, RNA-ODE more accurately estimates cell state lineage and pseudo-time compared to previous state-of-the-art methods. It also infers gene regulatory networks and identifies influential genes whose expression changes can decide cell fate. We expect RNA-ODE to be a Swiss army knife that aids many facets of single-cell RNA-seq analysis.              Keywords:                    RNA velocity; dynamical systems model of biology; expression dynamics; machine learning; single-cell RNA sequencing.",35489382,10.1016/j.jmb.2022.167606.,https://doi.org/10.1016/j.jmb.2022.167606,,04/27/2022,08/15/2022,2022-08-15,"1 Department of Electrical Engineering, Stanford University, Stanford, CA, USA.2 Chan-Zuckerberg Biohub, San Francisco, CA, USA.3 Karolinska Institute, Stockholm, Sweden.4 Karolinska Institute, Stockholm, Sweden. Electronic address: sten.linnarsson@ki.se.5 Department of Electrical Engineering, Stanford University, Stanford, CA, USA; Chan-Zuckerberg Biohub, San Francisco, CA, USA; Department of Biomedical Data Science, Stanford University, Stanford, CA, USA. Electronic address: jamesz@stanford.edu.",,,2022 Aug 15;434(15):167606.,0,,
54,09/01/2022,"Adam Gayoso, Philipp Weiler, Mohammad Lotfollahi, Dominik Klein, Justin Hong, Aaron Streets, Fabian J. Theis, Nir Yosef",biorxiv,Deep generative modeling of transcriptional dynamics for RNA velocity analysis in single cells,"RNA velocity has been rapidly adopted to guide the interpretation of transcriptional dynamics in snapshot single-cell transcriptomics data. Current approaches for estimating and analyzing RNA velocity can empirically reveal complex dynamics but lack effective strategies for quantifying the uncertainty of the estimate and its overall applicability to the system of interest. Here, we present veloVI (velocity variational inference), a deep generative modeling framework for estimating RNA velocity. veloVI learns a gene-specific dynamical model of RNA metabolism and provides a transcriptome-wide quantification of velocity uncertainty. We show in a series of examples that veloVI compares favorably to previous approaches for inferring RNA velocity with improvements in fit to the data, consistency across transcriptionally similar cells, and stability across preprocessing pipelines for quantifying RNA abundance. Further, we demonstrate that properties unique to veloVI, such as posterior velocity uncertainty, can be used to assess the appropriateness of analysis with velocity to the data at hand. Finally, we highlight veloVI as a flexible framework for modeling transcriptional dynamics by adapting the underlying dynamical model to use time-dependent transcription rates.",,10.1101/2022.08.12.503709,http://www.biorxiv.org/content/10.1101/2022.08.12.503709v1,2022.08.12.503709,08/15/2022,,2022-08-15,"Center for Computational Biology, University of California; Chan Zuckerberg Biohub; Department of Bioengineering, University of California; Department of Electrical Engineering and Computer Sciences, University of California; Department of Mathematics, Technical University of Munich; Institute of Computational Biology, Helmholtz Center Munich; TUM School of Life Sciences Weihenstephan, Technical University of Munich","Center for Computational Biology, University of California; Institute of Computational Biology, Helmholtz Center Munich; Department of Mathematics, Technical University of Munich; Institute of Computational Biology, Helmholtz Center Munich; Institute of Computational Biology, Helmholtz Center Munich; Center for Computational Biology, University of California; Center for Computational Biology, University of California; Department of Bioengineering, University of California; Chan Zuckerberg Biohub; Institute of Computational Biology, Helmholtz Center Munich; Department of Mathematics, Technical University of Munich; TUM School of Life Sciences Weihenstephan, Technical University of Munich; Center for Computational Biology, University of California; Department of Electrical Engineering and Computer Sciences, University of California",,,0,,
55,09/01/2022,Takayoshi Shirasaki;Hui Feng;Helen M E Duyvesteyn;William G Fusco;Kevin L McKnight;Ling Xie;Mark Boyce;Sathish Kumar;Rina Barouch-Bentov;Olga González-López;Ryan McNamara;Li Wang;Adriana Hertel-Wulff;Xian Chen;Shirit Einav;Joseph A Duncan;Maryna Kapustina;Elizabeth E Fry;David I Stuart;Stanley M Lemon,PLoS Pathog,Nonlytic cellular release of hepatitis A virus requires dual capsid recruitment of the ESCRT-associated Bro1 domain proteins HD-PTP and ALIX,"Although picornaviruses are conventionally considered 'nonenveloped', members of multiple picornaviral genera are released nonlytically from infected cells in extracellular vesicles. The mechanisms underlying this process are poorly understood. Here, we describe interactions of the hepatitis A virus (HAV) capsid with components of host endosomal sorting complexes required for transport (ESCRT) that play an essential role in release. We show release of quasi-enveloped virus (eHAV) in exosome-like vesicles requires a conserved export signal located within the 8 kDa C-terminal VP1 pX extension that functions in a manner analogous to late domains of canonical enveloped viruses. Fusing pX to a self-assembling engineered protein nanocage (EPN-pX) resulted in its ESCRT-dependent release in extracellular vesicles. Mutational analysis identified a 24 amino acid peptide sequence located within the center of pX that was both necessary and sufficient for nanocage release. Deleting a YxxL motif within this sequence ablated eHAV release, resulting in virus accumulating intracellularly. The pX export signal is conserved in non-human hepatoviruses from a wide range of mammalian species, and functional in pX sequences from bat hepatoviruses when fused to the nanocage protein, suggesting these viruses are released as quasi-enveloped virions. Quantitative proteomics identified multiple ESCRT-related proteins associating with EPN-pX, including ALG2-interacting protein X (ALIX), and its paralog, tyrosine-protein phosphatase non-receptor type 23 (HD-PTP), a second Bro1 domain protein linked to sorting of ubiquitylated cargo into multivesicular endosomes. RNAi-mediated depletion of either Bro1 domain protein impeded eHAV release. Super-resolution fluorescence microscopy demonstrated colocalization of viral capsids with endogenous ALIX and HD-PTP. Co-immunoprecipitation assays using biotin-tagged peptides and recombinant proteins revealed pX interacts directly through the export signal with N-terminal Bro1 domains of both HD-PTP and ALIX. Our study identifies an exceptionally potent viral export signal mediating extracellular release of virus-sized protein assemblies and shows release requires non-redundant activities of both HD-PTP and ALIX.",35969644,10.1371/journal.ppat.1010543.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9410543/,,08/2022,08/15/2022,2022-08-15,"1 Lineberger Comprehensive Cancer Center, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.2 Division of Structural Biology, The Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford, United Kingdom.3 Diamond Light Source, Didcot, United Kingdom.4 Department of Medicine, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.5 Department of Biochemistry and Biophysics, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.6 Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California, United States of America.7 Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, California, United States of America.8 Chan-Zuckerberg BioHub, San Francisco, California, United States of America.9 Department of Pharmacology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.10 Department of Cell Biology & Physiology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.11 Department of Microbiology & Immunology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America.",,,2022 Aug 15;18(8):e1010543.,0,,
56,09/01/2022,Osman K Jamil;Aaron Cravens;James T Payne;Colin Y Kim;Christina D Smolke,Proc Natl Acad Sci U S A,Biosynthesis of tetrahydropapaverine and semisynthesis of papaverine in yeast,"Tetrahydropapaverine (THP) and papaverine are plant natural products with clinically significant roles. THP is a precursor in the production of the drugs atracurium and cisatracurium, and papaverine is used as an antispasmodic during vascular surgery. In recent years, metabolic engineering advances have enabled the production of natural products through heterologous expression of pathway enzymes in yeast. Heterologous biosynthesis of THP and papaverine could play a role in ensuring a stable supply of these clinically significant products. Biosynthesis of THP and papaverine has not been achieved to date, in part because multiple pathway enzymes have not been elucidated. Here, we describe the development of an engineered yeast strain for de novo biosynthesis of THP. The production of THP is achieved through heterologous expression of two enzyme variants with activity on nonnative substrates. Through protein engineering, we developed a variant of N-methylcoclaurine hydroxylase with activity on coclaurine, enabling de novo norreticuline biosynthesis. Similarly, we developed a variant of scoulerine 9-O-methyltransferase capable of O-methylating 1-benzylisoquinoline alkaloids at the 3' position, enabling de novo THP biosynthesis. Flux through the heterologous pathway was improved by knocking out yeast multidrug resistance transporters and optimization of media conditions. Overall, strain engineering increased the concentration of biosynthesized THP 600-fold to 121 µg/L. Finally, we demonstrate a strategy for papaverine semisynthesis using hydrogen peroxide as an oxidizing agent. Through optimizing pH, temperature, reaction time, and oxidizing agent concentration, we demonstrated the ability to produce semisynthesized papaverine through oxidation of biosynthesized THP.              Keywords:                    metabolic engineering; papaverine; plant natural products; protein engineering; tetrahydropapaverine.",35939674,10.1073/pnas.2205848119.,https://doi.org/10.1073/pnas.2205848119,,08/08/2022,08/16/2022,2022-08-16,"1 Department of Chemical Engineering, Stanford University, Stanford, CA 94305.2 Department of Bioengineering, Stanford University, Stanford, CA 94305.3 Chan Zuckerberg Biohub, San Francisco, CA 94158.",,,2022 Aug 16;119(33):e2205848119.,0,,
57,09/01/2022,Jianhua Zhao;Suraj Makhija;Chenyu Zhou;Hanxiao Zhang;YongQiang Wang;Monita Muralidharan;Bo Huang;Yifan Cheng,Proc Natl Acad Sci U S A,Structural insights into the human PA28-20S proteasome enabled by efficient tagging and purification of endogenous proteins,"The ability to produce folded and functional proteins is a necessity for structural biology and many other biological sciences. This task is particularly challenging for numerous biomedically important targets in human cells, including membrane proteins and large macromolecular assemblies, hampering mechanistic studies and drug development efforts. Here we describe a method combining CRISPR-Cas gene editing and fluorescence-activated cell sorting to rapidly tag and purify endogenous proteins in HEK cells for structural characterization. We applied this approach to study the human proteasome from HEK cells and rapidly determined cryogenic electron microscopy structures of major proteasomal complexes, including a high-resolution structure of intact human PA28αβ-20S. Our structures reveal that PA28 with a subunit stoichiometry of 3α/4β engages tightly with the 20S proteasome. Addition of a hydrophilic peptide shows that polypeptides entering through PA28 are held in the antechamber of 20S prior to degradation in the proteolytic chamber. This study provides critical insights into an important proteasome complex and demonstrates key methodologies for the tagging of proteins from endogenous sources.              Keywords:                    CRISPR-Cas9; endogenous protein tagging; proteasome; single-particle cryo-EM.",35858375,10.1073/pnas.2207200119.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9388094/,,07/19/2022,08/16/2022,2022-08-16,"1 Department of Biochemistry and Biophysics, University of California, San Francisco, CA 94143.2 UC Berkeley-UCSF Joint Graduate Program in Bioengineering, University of California, San Francisco, CA 94143.3 Howard Hughes Medical Institute, University of California, San Francisco, CA, 94143.4 Department of Cellular Molecular Pharmacology, University of California, San Francisco, CA 94143.5 Department of Pharmaceutical Chemistry, University of California, San Francisco, CA 94143.6 Chan Zuckerberg Biohub, San Francisco, CA 94158.",,,2022 Aug 16;119(33):e2207200119.,0,,
58,09/01/2022,Lyndsay M Murrow;Robert J Weber;Joseph A Caruso;Christopher S McGinnis;Kiet Phong;Philippe Gascard;Gabrielle Rabadam;Alexander D Borowsky;Tejal A Desai;Matthew Thomson;Thea Tlsty;Zev J Gartner,Cell Syst,Mapping hormone-regulated cell-cell interaction networks in the human breast at single-cell resolution,"The rise and fall of estrogen and progesterone across menstrual cycles and during pregnancy regulates breast development and modifies cancer risk. How these hormones impact each cell type in the breast remains poorly understood because they act indirectly through paracrine networks. Using single-cell analysis of premenopausal breast tissue, we reveal a network of coordinated transcriptional programs representing the tissue-level response to changing hormone levels. Our computational approach, DECIPHER-seq, leverages person-to-person variability in breast composition and cell state to uncover programs that co-vary across individuals. We use differences in cell-type proportions to infer a subset of programs that arise from direct cell-cell interactions regulated by hormones. Further, we demonstrate that prior pregnancy and obesity modify hormone responsiveness through distinct mechanisms: obesity reduces the proportion of hormone-responsive cells, whereas pregnancy dampens the direct response of these cells to hormones. Together, these results provide a comprehensive map of the cycling human breast.              Keywords:                    cell-cell interactions; hormone signaling; human breast; sample heterogeneity; scRNA-seq; single-cell genomics.",35863345,10.1016/j.cels.2022.06.005.,https://doi.org/10.1016/j.cels.2022.06.005,,07/20/2022,08/17/2022,2022-08-17,"1 Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: lmurrow@gmail.com.2 Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Medical Scientist Training Program (MSTP), University of California, San Francisco, San Francisco, CA 94518, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.3 Department of Pathology and Helen Diller Cancer Center, University of California, San Francisco, San Francisco, CA 94143, USA.4 Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.5 Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.6 Center for Immunology and Infectious Diseases, Department of Pathology and Laboratory Medicine, University of California, Davis, Davis, CA 95696, USA.7 Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.8 Computational Biology, Caltech, Pasadena, CA 91125, USA.9 Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA. Electronic address: zev.gartner@ucsf.edu.",,,2022 Aug 17;13(8):644-664.e8.,0,,
59,09/01/2022,"Margarita Khariton, Conor J. McClune, Kara K. Brower, Sandy Klemm, Elizabeth S. Sattely, Polly M. Fordyce, Bo Wang",biorxiv,Alleviating cell lysate-induced inhibition to enable RT-PCR from single cells in picoliter-volume double emulsion droplets,"Microfluidic droplet assays enable single-cell PCR and sequencing assays at unprecedented scale, with most methods encapsulating cells within nanoliter sized single emulsion droplets (water-in-oil). Encapsulating cells within picoliter double emulsion (DE) (water-in-oil-in-water) droplets allows sorting on commercially available FACS machines, making it possible to isolate single cells based on phenotypes of interest for downstream sequencing and PCR analyses. However, DE droplets must be within the range of large cells (<20 pl) for sorting on standard cytometers, posing challenges for molecular biology as prior reports suggest that reverse transcription (RT) and PCR amplification cannot proceed efficiently at volumes below 1 nL due to cell lysate-induced inhibition. To overcome this limitation, we used a plate-based RT-PCR assay designed to mimic reactions in picoliter droplets to systematically quantify and ameliorate the inhibition. We find that RT-PCR is blocked by lysate-induced cleavage of nucleic acid probes and primers, but that this cleavage can be efficiently alleviated through heat lysis that simultaneously inactivates inhibitory lysate components. We further show that the magnitude of RT-PCR inhibition depends strongly on cell type, but that RT-PCR can proceed in low-picoscale reaction volumes for most cell lines tested. Finally, we demonstrate one-step RT-PCR from single cells in 20 pL double emulsion droplets with fluorescence detectable via FACS. These results open up exciting new avenues for improving picoscale droplet RT-PCR reactions and expanding microfluidic droplet based single-cell analysis technologies.",,10.1101/2022.08.16.504154,http://www.biorxiv.org/content/10.1101/2022.08.16.504154v1,2022.08.16.504154,08/17/2022,,2022-08-17,"ChEM-H Institute, Stanford University; Chan Zuckerberg Biohub; Department of Bioengineering, Stanford University; Department of Chemical Engineering, Stanford University; Department of Genetics, Stanford University; Howard Hughes Medical Institute, Stanford University","Department of Bioengineering, Stanford University; Department of Chemical Engineering, Stanford University; ChEM-H Institute, Stanford University; Department of Bioengineering, Stanford University; Department of Genetics, Stanford University; Department of Chemical Engineering, Stanford University; Howard Hughes Medical Institute, Stanford University; Department of Bioengineering, Stanford University; Department of Genetics, Stanford University; ChEM-H Institute, Stanford University; Chan Zuckerberg Biohub; Department of Bioengineering, Stanford University",,,0,,
60,09/01/2022,"Wenke Smets, Mason K Chock, Corinne M Walsh, Caihong Qiu Vanderburgh, Ethan Kau, Steve E Lindow, Noah Fierer, Britt Koskella",biorxiv,Leaf side determines the relative importance of dispersal versus host filtering in the phyllosphere microbiome,"Leaf surface-associated bacterial communities play a significant role in plant health and have therefore been the focus of increasing interest. Despite this, we currently lack a predictive understanding of how leaf-associated bacterial communities are structured within and across hosts, including how leaf traits shape this variation and how community assembly processes may differ across distinct microbial habitats on a leaf. In this study, we characterize the composition of bacterial phyllosphere communities from the upper and lower leaf surfaces of 66 plants across 24 species grown at a common site using 16S rRNA amplicon sequencing. By comparing leaves that vary in pH and stomatal densities and analyzing the leaf surfaces separately, we were able to test the key factors shaping the phyllosphere across host plant species from diverse geographical origins. We found a surprisingly large shared/core microbiome across species, as well as a strong effect of plant species and native origin in shaping composition. Importantly, we found the lower leaf side, where pH values are generally lower and stomatal densities higher, to have lower taxonomic richness relative to the upper leaf side. While the upper leaf side community appears to be more strongly influenced by dispersal effects, the lower leaf appears to be more strongly influenced by plant host filtering effects, as supported by higher relative abundance of shared core taxa and higher signatures of endemism. This work highlights important differences in community assembly processes across the upper and lower leaf microbiomes and underscores the importance of considering differences among habitats within a host when explaining microbial community assembly and composition.",,10.1101/2022.08.16.504148,http://www.biorxiv.org/content/10.1101/2022.08.16.504148v1,2022.08.16.504148,08/17/2022,,2022-08-17,"Chan Zuckerberg Biohub; Cooperative Institute for Research in Environmental Sciences, University of Colorado; Department of Bioscience Engineering, University of Antwerp; Department of Ecology and Evolutionary Biology, University of Colorado; Department of Integrative Biology, University of California; Department of Plant and Microbial Biology, University of California","Department of Bioscience Engineering, University of Antwerp; Department of Integrative Biology, University of California; Cooperative Institute for Research in Environmental Sciences, University of Colorado; Department of Ecology and Evolutionary Biology, University of Colorado; Cooperative Institute for Research in Environmental Sciences, University of Colorado; Department of Integrative Biology, University of California; Department of Plant and Microbial Biology, University of California; Cooperative Institute for Research in Environmental Sciences, University of Colorado; Department of Ecology and Evolutionary Biology, University of Colorado; Department of Integrative Biology, University of California; Chan Zuckerberg Biohub",,,0,,
