record id,save datetime,biohub author,corresponding author,corresponding author institution,journal,doi,pmid,title,url,abstract,keyword,pdf url,version,version number,type,date,epost date,publish date,authors,authors2,affiliations list,author - affiliations,version,published or not,published_doi,confirm preprint doi,match result,match id,record change number,Match biohub author
11,2022-08-12,,,,arxiv,10.48550/arXiv.2210.04642,,Exploration via Planning for Information about the Optimal Trajectory,https://arxiv.org/abs/2210.04642,"Many potential applications of reinforcement learning (RL) are stymied by thelarge numbers of samples required to learn an effective policy. This isespecially true when applying RL to real-world control tasks, e.g. in thesciences or robotics, where executing a policy in the environment is costly. Inpopular RL algorithms, agents typically explore either by adding stochasticityto a reward-maximizing policy or by attempting to gather maximal informationabout environment dynamics without taking the given task into account. In thiswork, we develop a method that allows us to plan for exploration while takingboth the task and the current knowledge about the dynamics into account. Thekey insight to our approach is to plan an action sequence that maximizes theexpected information gain about the optimal trajectory for the task at hand. Wedemonstrate that our method learns strong policies with 2x fewer samples thanstrong exploration baselines and 200x fewer samples than model free methods ona diverse set of low-to-medium dimensional control tasks in both the open-loopand closed-loop control settings.",,https://arxiv.org/pdf/2210.04642,arXiv:2210.04642v1,,,10/06/2022,10/06/2022,,,"Viraj Mehta, Ian Char, Joseph Abbate, Rory Conlin, Mark D. Boyer, Stefano Ermon, Jeff Schneider, Willie Neiswanger",,,arXiv:2210.04642v1,,,,,,0,
12,2022-08-12,,,,arxiv,10.48550/arXiv.2210.03324,,AutoML for Climate Change: A Call to Action,https://arxiv.org/abs/2210.03324,"The challenge that climate change poses to humanity has spurred a rapidlydeveloping field of artificial intelligence research focused on climate changeapplications. The climate change AI (CCAI) community works on a diverse,challenging set of problems which often involve physics-constrained ML orheterogeneous spatiotemporal data. It would be desirable to use automatedmachine learning (AutoML) techniques to automatically find high-performingarchitectures and hyperparameters for a given dataset. In this work, webenchmark popular AutoML libraries on three high-leverage CCAI applications:climate modeling, wind power forecasting, and catalyst discovery. We find thatout-of-the-box AutoML libraries currently fail to meaningfully surpass theperformance of human-designed CCAI models. However, we also identify a few keyweaknesses, which stem from the fact that most AutoML techniques are tailoredto computer vision and NLP applications. For example, while dozens of searchspaces have been designed for image and language data, none have been designedfor spatiotemporal data. Addressing these key weaknesses can lead to thediscovery of novel architectures that yield substantial performance gainsacross numerous CCAI applications. Therefore, we present a call to action tothe AutoML community, since there are a number of concrete, promisingdirections for future work in the space of AutoML for CCAI. We release our codeand a list of resources athttps://github.com/climate-change-automl/climate-change-automl.",,https://arxiv.org/pdf/2210.03324,arXiv:2210.03324v1,,,10/07/2022,10/07/2022,,,"Renbo Tu, Nicholas Roberts, Vishak Prasad, Sibasis Nayak, Paarth Jain, Frederic Sala, Ganesh Ramakrishnan, Ameet Talwalkar, Willie Neiswanger, Colin White",,,arXiv:2210.03324v1,,,,,,0,
13,2022-08-12,,,,arxiv,10.48550/arXiv.2210.04979,,Label-free segmentation from cardiac ultrasound using self-supervised learning,https://arxiv.org/abs/2210.04979,"Background: Segmentation and measurement of cardiac chambers is critical inechocardiography but is also laborious and poorly reproducible. Neural networkscan assist, but supervised approaches require the same laborious manualannotations, while unsupervised approaches have fared poorly in ultrasound todate. Objectives: We built a pipeline for self-supervised (no manual labelsrequired) segmentation of cardiac chambers, combining computer vision, clinicaldomain knowledge, and deep learning. Methods: We trained on 450 echocardiograms(145,000 images) and tested on 8,393 echocardiograms (4,476,266 images; meanage 61 years, 51% female), using the resulting segmentations to calculatestructural and functional measurements. We also tested our pipeline againstexternal images from an additional 10,030 patients (20,060 images) withavailable manual tracings of the left ventricle. Results: r2 between clinicallymeasured and pipeline-predicted measurements were similar to reportedinter-clinician variation for LVESV and LVEDV (pipeline vs. clinical r2= 0.74and r2=0.65, respectively), LVEF and LV mass (r2= 0.46 and r2=0.54), left andright atrium volumes (r2=0.7 and r2=0.6), and right ventricle area (r2=0.47).When binarized into normal vs. abnormal categories, average accuracy was 0.81(range 0.71-0.95). A subset of the test echocardiograms (n=553) hadcorresponding cardiac MRI; correlation between pipeline and CMR measurementswas similar to that between clinical echocardiogram and CMR. Finally, in theexternal dataset, our pipeline accurately segments the left ventricle with anaverage Dice score of 0.83 (95% CI 0.83). Conclusions: Our results demonstratea human-label-free, valid, and scalable method for segmentation fromultrasound, a noisy but globally important imaging modality.",,https://arxiv.org/pdf/2210.04979,arXiv:2210.04979v1,,,10/10/2022,10/10/2022,,,"Danielle L. Ferreira, Zaynaf Salaymang, Rima Arnaout",,,arXiv:2210.04979v1,,,,,,0,
14,2022-08-12,,,,arxiv,10.48550/arXiv.2210.04977,,Domain-guided data augmentation for deep learning on medical imaging,https://arxiv.org/abs/2210.04977,"While domain-specific data augmentation can be useful in training neuralnetworks for medical imaging tasks, such techniques have not been widely usedto date. Here, we test whether domain-specific data augmentation is useful formedical imaging using a well-benchmarked task: view classification on fetalultrasound FETAL-125 and OB-125 datasets. We found that using acontext-preserving cut-paste strategy, we could create valid training data asmeasured by performance of the resulting trained model on the benchmark testdataset. When used in an online fashion, models trained on this data performedsimilarly to those trained using traditional data augmentation (FETAL-125F-score 85.33+/-0.24 vs 86.89+/-0.60, p-value 0.0139; OB-125 F-score74.60+/-0.11 vs 72.43+/-0.62, p-value 0.0039). Furthermore, the ability toperform augmentations during training time, as well as the ability to applychosen augmentations equally across data classes, are important considerationsin designing a bespoke data augmentation. Finally, we provide open-source codeto facilitate running bespoke data augmentations in an online fashion. Takentogether, this work expands the ability to design and apply domain-guided dataaugmentations for medical imaging tasks.",,https://arxiv.org/pdf/2210.04977,arXiv:2210.04977v1,,,10/10/2022,10/10/2022,,,"Chinmayee Athalye, Rima Arnaout",,,arXiv:2210.04977v1,,,,,,0,
15,2022-08-12,Dirk Hockemeyer,,,Blood,10.1182/blood.2021013750,35421215,Editing TINF2 as a potential therapeutic approach to restore telomere length in dyskeratosis congenita.,https://pubmed.ncbi.nlm.nih.gov/35421215,"Mutations in the TINF2 gene, encoding the shelterin protein TIN2, cause telomere shortening and the inherited bone marrow (BM) failure syndrome dyskeratosis congenita (DC). A lack of suitable model systems limits the mechanistic understanding of telomere shortening in the stem cells and thus hinders the development of treatment options for BM failure. Here, we endogenously introduced TIN2-DC mutations in human embryonic stem cells (hESCs) and human hematopoietic stem and progenitor cells (HSPCs) to dissect the disease mechanism and identify a gene-editing strategy that rescued the disease phenotypes. The hESCs with the T284R disease mutation exhibited the short telomere phenotype observed in DC patients. Yet, telomeres in mutant hESCs did not trigger DNA damage responses at telomeres or show exacerbated telomere shortening when differentiated into telomerase-negative cells. Disruption of the mutant TINF2 allele by introducing a frameshift mutation in exon 2 restored telomere length in stem cells and the replicative potential of differentiated cells. Similarly, we introduced TIN2-DC disease variants in human HSPCs to assess the changes in telomere length and proliferative capacity. Lastly, we showed that editing at exon 2 of TINF2 that restored telomere length in hESCs could be generated in TINF2-DC patient HSPCs. Our study demonstrates a simple genetic intervention that rescues the TIN2-DC disease phenotype in stem cells and provides a versatile platform to assess the efficacy of potential therapeutic approaches in vivo.",,,,,,2022/4/15/6/0,,2022/4/15/6/0,Seunga Choo ; Franziska K Lorbeer ; Samuel G Regalado ; Sarah B Short ; Shannon Wu ; Gabrielle Rieser ; Alison A Bertuch ; Dirk Hockemeyer,,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.; Chan Zuckerberg Biohub, San Francisco, CA; and.; Innovative Genomics Institute, University of California, Berkeley, Berkeley, CA.;Department of Pediatrics, Baylor College of Medicine, Houston, TX.; Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX.","Seunga Choo: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Franziska K Lorbeer: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Samuel G Regalado: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Sarah B Short: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Shannon Wu: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Gabrielle Rieser: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.Alison A Bertuch: Department of Pediatrics, Baylor College of Medicine, Houston, TX.; Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX.Dirk Hockemeyer: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA.; Chan Zuckerberg Biohub, San Francisco, CA; and.; Innovative Genomics Institute, University of California, Berkeley, Berkeley, CA.",,,,,,,0,"Pollard, Katie; Srivastava, Deepak"
16,2022-08-12,Nir Yosef,Melanie I WorleyNir YosefIswar K Hariharan,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: mworley@berkeley.edu.Department of Electrical Engineering and Computer Science, Center for Computational Biology, University of California, Berkeley, Berkeley, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA, USA. Electronic address: niryosef@berkeley.edu.Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: ikh@berkeley.edu.",Current biology : CB,10.1016/j.cub.2022.06.040,35820420,Ets21C sustains a pro-regenerative transcriptional program in blastema cells of Drosophila imaginal discs.,https://pubmed.ncbi.nlm.nih.gov/35820420,"An important unanswered question in regenerative biology is to what extent regeneration is accomplished by the reactivation of gene regulatory networks used during development versus the activation of regeneration-specific transcriptional programs. Following damage, Drosophila imaginal discs, the larval precursors of adult structures, can regenerate missing portions by localized proliferation of damage-adjacent tissue. Using single-cell transcriptomics in regenerating wing discs, we have obtained a comprehensive view of the transcriptome of regenerating discs and identified two regeneration-specific cell populations within the blastema, Blastema1 and Blastema2. Collectively, these cells upregulate multiple genes encoding secreted proteins that promote regeneration including Pvf1, upd3, asperous, Mmp1, and the maturation delaying factor Ilp8. Expression of the transcription factor Ets21C is restricted to this regenerative secretory zone; it is not expressed in undamaged discs. Ets21C expression is activated by the JNK/AP-1 pathway, and it can function in a type 1 coherent feedforward loop with AP-1 to sustain expression of downstream genes. Without Ets21C function, the blastema cells fail to maintain the expression of a number of genes, which leads to premature differentiation and severely compromised regeneration. As Ets21C is dispensable for normal development, these observations indicate that Ets21C orchestrates a regeneration-specific gene regulatory network. We have also identified cells resembling both Blastema1 and Blastema2 in scribble tumorous discs. They express the Ets21C-dependent gene regulatory network, and eliminating Ets21C function reduces tumorous growth. Thus, mechanisms that function during regeneration can be co-opted by tumors to promote aberrant growth.",Ets ; Ets21C ; blastema ; gene regulatory network ; imaginal disc ; regeneration ; scRNA-seq ; tissue damage ; transcription factor ; tumors,,,,,2022/7/13/6/0,2022/07/11,2022/7/13/6/0,Melanie I Worley ; Nicholas J Everetts ; Riku Yasutomi ; Rebecca J Chang ; Shrey Saretha ; Nir Yosef ; Iswar K Hariharan,,"Department of Electrical Engineering and Computer Science, Center for Computational Biology, University of California, Berkeley, Berkeley, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA, USA. Electronic address: niryosef@berkeley.edu.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: ikh@berkeley.edu.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: mworley@berkeley.edu.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, Center for Computational Biology, University of California, Berkeley, Berkeley, CA, USA.","Melanie I Worley: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: mworley@berkeley.edu.Nicholas J Everetts: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, Center for Computational Biology, University of California, Berkeley, Berkeley, CA, USA.Riku Yasutomi: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA.Rebecca J Chang: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA.Shrey Saretha: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA.Nir Yosef: Department of Electrical Engineering and Computer Science, Center for Computational Biology, University of California, Berkeley, Berkeley, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA, USA. Electronic address: niryosef@berkeley.edu.Iswar K Hariharan: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA. Electronic address: ikh@berkeley.edu.",,,,,,,0,"Kistler, Amy"
17,2022-08-12,Polly Fordyce,David McIntyreDouglas Densmore,"Biomedical Engineering Department, Boston University, MA, USA.; Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.; Electrical & Computer Engineering Department, Boston University, Boston, MA, USA.",Lab on a chip,10.1039/d2lc00254j,35904162,Machine learning for microfluidic design and control.,https://pubmed.ncbi.nlm.nih.gov/35904162,"Microfluidics has developed into a mature field with applications across science and engineering, having particular commercial success in molecular diagnostics, next-generation sequencing, and bench-top analysis. Despite its ubiquity, the complexity of designing and controlling custom microfluidic devices present major barriers to adoption, requiring intuitive knowledge gained from years of experience. If these barriers were overcome, microfluidics could miniaturize biological and chemical research for non-experts through fully-automated platform development and operation. The intuition of microfluidic experts can be captured through machine learning, where complex statistical models are trained for pattern recognition and subsequently used for event prediction. Integration of machine learning with microfluidics could significantly expand its adoption and impact. Here, we present the current state of machine learning for the design and control of microfluidic devices, its possible applications, and current limitations.",,,,,,2022/7/30/6/0,2022/08/09,2022/7/30/6/0,David McIntyre ; Ali Lashkaripour ; Polly Fordyce ; Douglas Densmore,,"Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.; Electrical & Computer Engineering Department, Boston University, Boston, MA, USA.;Biomedical Engineering Department, Boston University, MA, USA.; Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.;Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.;Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.; Chan-Zuckerberg Biohub, San Francisco, CA, USA.","David McIntyre: Biomedical Engineering Department, Boston University, MA, USA.; Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.Ali Lashkaripour: Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.Polly Fordyce: Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.; Chan-Zuckerberg Biohub, San Francisco, CA, USA.Douglas Densmore: Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.; Electrical & Computer Engineering Department, Boston University, Boston, MA, USA.",,,,,,,0,"Smolke, Christina"
18,2022-08-12,Helen S Bateup,Helen S Bateup,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. bateup@berkeley.edu.",Nature communications,10.1038/s41467-022-31961-6,35945201,Raptor downregulation rescues neuronal phenotypes in mouse models of Tuberous Sclerosis Complex.,https://pubmed.ncbi.nlm.nih.gov/35945201,"Tuberous Sclerosis Complex (TSC) is a neurodevelopmental disorder caused by mutations in the TSC1 or TSC2 genes, which encode proteins that negatively regulate mTOR complex 1 (mTORC1) signaling. Current treatment strategies focus on mTOR inhibition with rapamycin and its derivatives. While effective at improving some aspects of TSC, chronic rapamycin inhibits both mTORC1 and mTORC2 and is associated with systemic side-effects. It is currently unknown which mTOR complex is most relevant for TSC-related brain phenotypes. Here we used genetic strategies to selectively reduce neuronal mTORC1 or mTORC2 activity in mouse models of TSC. We find that reduction of the mTORC1 component Raptor, but not the mTORC2 component Rictor, rebalanced mTOR signaling in Tsc1 knock-out neurons. Raptor reduction was sufficient to improve several TSC-related phenotypes including neuronal hypertrophy, macrocephaly, impaired myelination, network hyperactivity, and premature mortality. Raptor downregulation represents a promising potential therapeutic intervention for the neurological manifestations of TSC.",,,,,,2022/8/10/6/0,2022/08/09,2022/8/10/6/0,Vasiliki Karalis ; Franklin Caval-Holme ; Helen S Bateup,,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, 94720, USA.;Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. bateup@berkeley.edu.;Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, 94720, USA.","Vasiliki Karalis: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, 94720, USA.Franklin Caval-Holme: Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, 94720, USA.Helen S Bateup: Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, 94720, USA. bateup@berkeley.edu.; Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. bateup@berkeley.edu.",,,,10.1101/2021.07.21.453275,,,0,
19,2022-08-12,Alice Y Ting,,,Open biology,10.1098/rsob.220149,35946312,A genetic model for ,https://pubmed.ncbi.nlm.nih.gov/35946312,"Organ functions are highly specialized and interdependent. Secreted factors regulate organ development and mediate homeostasis through serum trafficking and inter-organ communication. Enzyme-catalysed proximity labelling enables the identification of proteins within a specific cellular compartment. Here, we report a ",BirA ; TurboID ; inter-organ communication ; proximity-labelling ; secretome ; serum proteins,,,,,2022/8/11/6/0,2022/08/10,2022/8/11/6/0,Rui Yang ; Amanda S Meyer ; Ilia A Droujinine ; Namrata D Udeshi ; Yanhui Hu ; Jinjin Guo ; Jill A McMahon ; Dominique K Carey ; Charles Xu ; Qiao Fang ; Jihui Sha ; Shishang Qin ; David Rocco ; James Wohlschlegel ; Alice Y Ting ; Steven A Carr ; Norbert Perrimon ; Andrew P McMahon,,"BIOPIC, Beijing Advanced Innovation Center for Genomics, School of Life Sciences, Peking University, Beijing, People's Republic of China.;Broad Institute of Harvard and MIT, Cambridge, MA, USA.;Chan Zuckerberg Biohub, San Francisco, CA, USA.; Departments of Genetics, Biology, and Chemistry, Stanford University, Stanford, CA, USA.;Department of Biological Chemistry, Geffen School of Medicine at UCLA, University of California, Los Angeles, Los Angeles, CA, USA.;Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA.;Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA.; Howard Hughes Medical Institute, Boston, MA, USA.;Department of Molecular Genetics, University of Toronto, Toronto, ON Canada, M5S 3E1.;Department of Molecular Medicine, Scripps Research, La Jolla, CA, USA.;Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.","Rui Yang: Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.Amanda S Meyer: Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.Ilia A Droujinine: Department of Molecular Medicine, Scripps Research, La Jolla, CA, USA.Namrata D Udeshi: Broad Institute of Harvard and MIT, Cambridge, MA, USA.Yanhui Hu: Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA.Jinjin Guo: Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.Jill A McMahon: Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.Dominique K Carey: Broad Institute of Harvard and MIT, Cambridge, MA, USA.Charles Xu: Broad Institute of Harvard and MIT, Cambridge, MA, USA.Qiao Fang: Department of Molecular Genetics, University of Toronto, Toronto, ON Canada, M5S 3E1.Jihui Sha: Department of Biological Chemistry, Geffen School of Medicine at UCLA, University of California, Los Angeles, Los Angeles, CA, USA.Shishang Qin: BIOPIC, Beijing Advanced Innovation Center for Genomics, School of Life Sciences, Peking University, Beijing, People's Republic of China.David Rocco: Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA.James Wohlschlegel: Department of Biological Chemistry, Geffen School of Medicine at UCLA, University of California, Los Angeles, Los Angeles, CA, USA.Alice Y Ting: Chan Zuckerberg Biohub, San Francisco, CA, USA.; Departments of Genetics, Biology, and Chemistry, Stanford University, Stanford, CA, USA.Steven A Carr: Broad Institute of Harvard and MIT, Cambridge, MA, USA.Norbert Perrimon: Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA.; Howard Hughes Medical Institute, Boston, MA, USA.Andrew P McMahon: Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, CA, USA.; Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, University of Southern California, Los Angeles, CA, USA.",,,,10.1101/2022.04.13.488228,,,0,"Ting, Alice"
20,2022-08-12,Pascal Geldsetzer,,,JMIR research protocols,10.2196/35249,35947440,The Effect of Particulate Matter Exposure During Pregnancy on Pregnancy and Child Health Outcomes in South Asia: Protocol for an Instrumental Variable Analysis.,https://pubmed.ncbi.nlm.nih.gov/35947440,"Determining the longer-term health effects of air pollution has been difficult owing to the multitude of potential confounding variables in the relationship between air pollution and health. Air pollution in many areas of South Asia is seasonal, with large spikes in particulate matter (PM) concentration occurring in the winter months. This study exploits this seasonal variation in PM concentration through a natural experiment.",Bangladesh ; India ; Indo-Gangetic Plain ; Nepal ; PM2.5 ; Pakistan ; air pollution ; birth weight ; child and maternal health ; fine particulate matter ; still birth,,,,,2022/8/11/6/0,2022/08/10,2022/8/11/6/0,Fabian Reitzug ; Stephen P Luby ; Hemant K Pullabhotla ; Pascal Geldsetzer,,"Big Data Institute, Nuffield Department of Population Health, University of Oxford, Oxford, United Kingdom.;Center on Food Security and the Environment, Stanford University, Palo Alto, CA, United States.;Division of Primary Care and Population Health, Department of Medicine, Stanford University, Palo Alto, CA, United States.; Chan Zuckerberg Biohub, San Francisco, CA, United States.;Woods Institute for the Environment, Stanford University, Palo Alto, CA, United States.","Fabian Reitzug: Big Data Institute, Nuffield Department of Population Health, University of Oxford, Oxford, United Kingdom.Stephen P Luby: Woods Institute for the Environment, Stanford University, Palo Alto, CA, United States.Hemant K Pullabhotla: Center on Food Security and the Environment, Stanford University, Palo Alto, CA, United States.Pascal Geldsetzer: Division of Primary Care and Population Health, Department of Medicine, Stanford University, Palo Alto, CA, United States.; Chan Zuckerberg Biohub, San Francisco, CA, United States.",,,,,,,0,"Bateup, Helen"
21,2022-08-12,,,,"Science (New York, N.Y.)",10.1126/science.abk3512,35951677,Nested epistasis enhancer networks for robust genome regulation.,https://pubmed.ncbi.nlm.nih.gov/35951677,"Mammalian genomes have multiple enhancers spanning an ultralong distance (>megabases) to modulate important genes, but it is unclear how these enhancers coordinate to achieve this task. We combine multiplexed CRISPRi screening with machine learning to define quantitative enhancer-enhancer interactions. We find that the ultralong distance enhancer network has a nested multilayer architecture that confers functional robustness of gene expression. Experimental characterization reveals that enhancer epistasis is maintained by three-dimensional chromosomal interactions and BRD4 condensation. Machine learning prediction of synergistic enhancers provides an effective strategy to identify noncoding variant pairs associated with pathogenic genes in diseases beyond genome-wide association studies analysis. Our work unveils nested epistasis enhancer networks, which can better explain enhancer functions within cells and in diseases.",,,,,,2022/8/12/6/0,2022/08/11,2022/8/12/6/0,Xueqiu Lin ; Yanxia Liu ; Shuai Liu ; Xiang Zhu ; Lingling Wu ; Yanyu Zhu ; Dehua Zhao ; Xiaoshu Xu ; Augustine Chemparathy ; Haifeng Wang ; Yaqiang Cao ; Muneaki Nakamura ; Jasprina N Noordermeer ; Marie La Russa ; Wing Hung Wong ; Keji Zhao ; Lei S Qi,,"Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.;Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.; Sarafan ChEM-H, Stanford University, Stanford, CA 94305, USA.; Chan Zuckerberg BioHub, San Francisco, CA 94158, USA.;Department of Statistics, Stanford University, Stanford, CA 94305, USA.; Department of Biomedical Data Science, Stanford University, Stanford, CA 94305, USA.;Department of Statistics, Stanford University, Stanford, CA 94305, USA.; Department of Statistics, The Pennsylvania State University, University Park, PA 16802, USA.; Huck Institutes of the Life Sciences, The Pennsylvania State University, University Park, PA 16802, USA.;Laboratory of Epigenome Biology, Systems Biology Center, National Heart, Lung and Blood Institute NIH, Bethesda, MD 20892, USA.;School of Medicine, Stanford University, Stanford, CA 94305, USA.","Xueqiu Lin: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Yanxia Liu: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Shuai Liu: Laboratory of Epigenome Biology, Systems Biology Center, National Heart, Lung and Blood Institute NIH, Bethesda, MD 20892, USA.Xiang Zhu: Department of Statistics, Stanford University, Stanford, CA 94305, USA.; Department of Statistics, The Pennsylvania State University, University Park, PA 16802, USA.; Huck Institutes of the Life Sciences, The Pennsylvania State University, University Park, PA 16802, USA.Lingling Wu: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Yanyu Zhu: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Dehua Zhao: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Xiaoshu Xu: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Augustine Chemparathy: School of Medicine, Stanford University, Stanford, CA 94305, USA.Haifeng Wang: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Yaqiang Cao: Laboratory of Epigenome Biology, Systems Biology Center, National Heart, Lung and Blood Institute NIH, Bethesda, MD 20892, USA.Muneaki Nakamura: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Jasprina N Noordermeer: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Marie La Russa: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.Wing Hung Wong: Department of Statistics, Stanford University, Stanford, CA 94305, USA.; Department of Biomedical Data Science, Stanford University, Stanford, CA 94305, USA.Keji Zhao: Laboratory of Epigenome Biology, Systems Biology Center, National Heart, Lung and Blood Institute NIH, Bethesda, MD 20892, USA.Lei S Qi: Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.; Sarafan ChEM-H, Stanford University, Stanford, CA 94305, USA.; Chan Zuckerberg BioHub, San Francisco, CA 94158, USA.",,,,,,,0,"Fordyce, Polly"
