record id,save datetime,author list,journal,title,abstract,pmid,doi,url,version,epost date,publish date,date,affiliations list,all affiliations,pdf url,article_source,record change number,match result,match id
11,08/08/2022,Stephen R Quake,Trends Genet,A decade of molecular cell atlases,"In recent years there has been tremendous progress towards deep molecular characterization of cell types using single-cell transcriptome sequencing, creating so-called 'cell atlases'. These atlases provide a basic understanding of how different cell types of the same organism - which all share the genome - make distinct use of subsets of genes from the genome to create a variety of distinct cell types across tissues with specialized functions. In this opinion article I discuss some of the history and technological innovations that led to the development of whole-organism atlases.",35105475,10.1016/j.tig.2022.01.004.,https://doi.org/10.1016/j.tig.2022.01.004,,01/31/2022,08/2022,2022-08-01,"1 Stanford University and Chan Zuckerberg Biohub, 318 Campus Dr., Stanford, CA 94305, USA. Electronic address: steve@quake-lab.org.",,,2022 Aug;38(8):805-810.,0,,
12,08/08/2022,"Camille R. Simoneau, Pei-Yi Chen, Galen K. Xing, Mir M. Khalid, Nathan L. Meyers, Jennifer M. Hayashi, Taha Y. Taha, Kristoffer E. Leon, Tal Ashuach, Krystal A. Fontaine, Lauren Rodriguez, Bastian Joehnk, Keith Walcott, Sreelakshmi Vasudevan, Xiaohui Fang, Mazharul Maishan, Shawn Schultz, Jeroen Roose, Michael A. Matthay, Anita Sil, Mehrdad Arjomandi, Nir Yosef, Melanie Ott",biorxiv,NF-κB inhibitor alpha has a cross-variant role during SARS-CoV-2 infection in ACE2-overexpressing human airway organoids,"As SARS-CoV-2 continues to spread worldwide, tractable primary airway cell models that accurately recapitulate the cell-intrinsic response to arising viral variants are needed. Here we describe an adult stem cell-derived human airway organoid model overexpressing the ACE2 receptor that supports robust viral replication while maintaining 3D architecture and cellular diversity of the airway epithelium. ACE2-OE organoids were infected with SARS-CoV-2 variants and subjected to single-cell RNA-sequencing. NF-κB inhibitor alpha was consistently upregulated in infected epithelial cells, and its mRNA expression positively correlated with infection levels. Confocal microscopy showed more IκBα expression in infected than bystander cells, but found concurrent nuclear translocation of NF-κB that IκBα usually prevents. Overexpressing a nondegradable IκBα mutant reduced NF-κB translocation and increased viral infection. These data demonstrate the functionality of ACE2-OE organoids in SARS-CoV-2 research and identify an incomplete NF-κB feedback loop as a rheostat of viral infection that may promote inflammation and severe disease.",,10.1101/2022.08.02.502100,http://www.biorxiv.org/content/10.1101/2022.08.02.502100v1,2022.08.02.502100,08/02/2022,,2022-08-02,"Biomedical Sciences Graduate Program, University of California San Francisco; Center for Computational Biology, University of California; Chan-Zuckerberg Biohub; Department of Anatomy, University of California San Francisco; Department of Medicine and Department of Anesthesia, Cardiovascular Research Institute, University of California San Francisco; Department of Medicine, University of California, San Francisco; Department of Microbiology and Immunology, University of California San Francisco; Department of Systems Immunology, Weizmann Institute of Science; Division of Pulmonary and Critical Care, Department of Medicine, University of California San Francisco; Gladstone Institute of Virology; ImmunoX CoLabs, University of California San Francisco; Medical Scientist Training Program, University of California San Francisco; Medical Service, San Francisco VA Healthcare System","Gladstone Institute of Virology; Biomedical Sciences Graduate Program, University of California San Francisco; Gladstone Institute of Virology; Chan-Zuckerberg Biohub; Center for Computational Biology, University of California; Gladstone Institute of Virology; Gladstone Institute of Virology; Gladstone Institute of Virology; Gladstone Institute of Virology; Gladstone Institute of Virology; Medical Scientist Training Program, University of California San Francisco; Center for Computational Biology, University of California; Gladstone Institute of Virology; ImmunoX CoLabs, University of California San Francisco; Department of Microbiology and Immunology, University of California San Francisco; Department of Microbiology and Immunology, University of California San Francisco; Medical Service, San Francisco VA Healthcare System; Department of Medicine and Department of Anesthesia, Cardiovascular Research Institute, University of California San Francisco; Department of Medicine and Department of Anesthesia, Cardiovascular Research Institute, University of California San Francisco; Center for Computational Biology, University of California; Department of Anatomy, University of California San Francisco; Department of Medicine and Department of Anesthesia, Cardiovascular Research Institute, University of California San Francisco; Department of Microbiology and Immunology, University of California San Francisco; Medical Service, San Francisco VA Healthcare System; Division of Pulmonary and Critical Care, Department of Medicine, University of California San Francisco; Center for Computational Biology, University of California; Department of Systems Immunology, Weizmann Institute of Science; Gladstone Institute of Virology; Chan-Zuckerberg Biohub; Department of Medicine, University of California, San Francisco",,,0,,
13,08/08/2022,Ezzat Hashemi;Ezra Yoseph;Hsing-Chuan Tsai;Monica Moreno;Li-Hao Yeh;Shalin B Mehta;Mari Kono;Richard Proia;May H Han,Cell Mol Neurobiol,Visualizing Sphingosine-1-Phosphate Receptor 1(S1P 1) Signaling During Central Nervous System De- and Remyelination,"Multiple sclerosis (MS) is an inflammatory-demyelinating disease of the central nervous system (CNS) mediated by aberrant auto-reactive immune responses. The current immune-modulatory therapies are unable to protect and repair immune-mediated neural tissue damage. One of the therapeutic targets in MS is the sphingosine-1-phosphate (S1P) pathway which signals via sphingosine-1-phosphate receptors 1-5 (S1P1-5). S1P receptors are expressed predominantly on immune and CNS cells. Considering the potential neuroprotective properties of S1P signaling, we utilized S1P1-GFP (Green fluorescent protein) reporter mice in the cuprizone-induced demyelination model to investigate in vivo S1P - S1P1 signaling in the CNS. We observed S1P1 signaling in a subset of neural stem cells in the subventricular zone (SVZ) during demyelination. During remyelination, S1P1 signaling is expressed in oligodendrocyte progenitor cells in the SVZ and mature oligodendrocytes in the medial corpus callosum (MCC). In the cuprizone model, we did not observe S1P1 signaling in neurons and astrocytes. We also observed β-arrestin-dependent S1P1 signaling in lymphocytes during demyelination and CNS inflammation. Our findings reveal β-arrestin-dependent S1P1 signaling in oligodendrocyte lineage cells implying a role of S1P1 signaling in remyelination.              Keywords:                    Demyelination; GFP reporter mice; Multiple sclerosis; Oligodendrocyte; Sphingosine-1-phosphate receptor 1.",35917044,10.1007/s10571-022-01245-0.,https://doi.org/10.1007/s10571-022-01245-0,,,08/02/2022,2022-08-02,"1 Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA.2 Chan Zuckerberg Biohub, San Francisco, CA, USA.3 Genetics and Biochemistry Branch, National Institute of Diabetes and Digestive and Kidney Diseases, NIH, Bethesda, MD, USA.4 Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA. mayhan@stanford.edu.",,,2022 Aug 2.,0,,
14,08/08/2022,Abdullah M Syed;Alison Ciling;Taha Y Taha;Irene P Chen;Mir M Khalid;Bharath Sreekumar;Pei-Yi Chen;G Renuka Kumar;Rahul Suryawanshi;Ines Silva;Bilal Milbes;Noah Kojima;Victoria Hess;Maria Shacreaw;Lauren Lopez;Matthew Brobeck;Fred Turner;Lee Spraggon;Takako Tabata;Melanie Ott;Jennifer A Doudna,Proc Natl Acad Sci U S A,Omicron mutations enhance infectivity and reduce antibody neutralization of SARS-CoV-2 virus-like particles,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Omicron variant contains extensive sequence changes relative to the earlier-arising B.1, B.1.1, and Delta SARS-CoV-2 variants that have unknown effects on viral infectivity and response to existing vaccines. Using SARS-CoV-2 virus-like particles (VLPs), we examined mutations in all four structural proteins and found that Omicron and Delta showed 4.6-fold higher luciferase delivery overall relative to the ancestral B.1 lineage, a property conferred mostly by enhancements in the S and N proteins, while mutations in M and E were mostly detrimental to assembly. Thirty-eight antisera samples from individuals vaccinated with Pfizer/BioNTech, Moderna, or Johnson & Johnson vaccines and convalescent sera from unvaccinated COVID-19 survivors had 15-fold lower efficacy to prevent cell transduction by VLPs containing the Omicron mutations relative to the ancestral B.1 spike protein. A third dose of Pfizer vaccine elicited substantially higher neutralization titers against Omicron, resulting in detectable neutralizing antibodies in eight out of eight subjects compared to one out of eight preboosting. Furthermore, the monoclonal antibody therapeutics casirivimab and imdevimab had robust neutralization activity against B.1 and Delta VLPs but no detectable neutralization of Omicron VLPs, while newly authorized bebtelovimab maintained robust neutralization across variants. Our results suggest that Omicron has similar assembly efficiency and cell entry compared to Delta and that its rapid spread is due mostly to reduced neutralization in sera from previously vaccinated subjects. In addition, most currently available monoclonal antibodies will not be useful in treating Omicron-infected patients with the exception of bebtelovimab.              Keywords:                    Omicron; SARS-CoV-2; virus-like particles.",35858386,10.1073/pnas.2200592119.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9351483/,,07/19/2022,08/02/2022,2022-08-02,"1 Gladstone Institutes, San Francisco, CA 94158.2 Innovative Genomics Institute, University of California, Berkeley, CA 94720.3 Department of Medicine, University of California, San Francisco, CA 94143.4 School of Medicine, Vanderbilt University, Nashville, TN 37232.5 Curative Inc., San Dimas, CA, 91773.6 Department of Medicine, University of California, Los Angeles, CA 90095.7 Chan Zuckerberg Biohub, San Francisco, CA 94158.8 Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720.9 HHMI, University of California, Berkeley, CA 94720.10 Department of Chemistry, University of California, Berkeley, CA 94720.11 Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720.12 California Institute for Quantitative Biosciences (QB3), University of California, Berkeley, CA 94720.",,,2022 Aug 2;119(31):e2200592119.,0,,
15,08/08/2022,"Adam Officer, Andre M. Dempsey, Lyndsay M. Murrow, Zev Gartner, Pablo Tamayo, Christina Yau, Olivier Harismendy",biorxiv,Differential Analysis of Stromal-Epithelial Interactions between In Situ and Invasive Breast Cancer using Gene Expression Profiling,"Background Changes in microenvironment cell-cell interactions (CCI) during the progression from ductal carcinoma in situ (DCIS) to invasive ductal carcinoma (IDC) are poorly understood. Gene expression studies are confounded by cellular heterogeneity and few separate stromal and epithelial contributions, resulting in a lack of reliable prognostic biomarker to guide treatment decisions.Methods The gene expression of 293 microdissected regions from DCIS (92 epithelial, 31 stromal) and IDC (78 epithelial, 30 stromal) cases was aggregated from 6 datasets. Expression signatures of 6 cell lineages extracted from normal breast single-cell profiling were used to correct for differences in cell abundance. Subtype-specific functional differences between DCIS and IDC were measured for each region type using Gene Set Enrichment Analysis (GSEA). DCIS-IDC stromal-epithelial interactions were compared using the expression product of 139 ligand-receptor (LR) pairs permuting the DCIS-IDC labels to assess significance.Results Variation in cell-lineage abundance separated epithelial regions into 4 clusters, including one enriched for DCIS (Myoepi-Enriched) and two for IDC (Infiltrated, Vascularized). GSEA on cell lineage normalized expression data identified subtype-independent changes in epithelial regions (induction of Extracellular Matrix maintenance genes, reduction of Tp53 signaling in IDC), as well as subtype-specific changes (proliferation in ER- and Her2-IDC, reduction in Nucleotide Excision Repair in ER+ IDC). In the stroma, Notch and Rho-GTPase signaling were induced in IDC irrespective of subtype. The stromal-epithelial interaction level of 6 and 4 LR pairs were significantly enriched in DCIS and IDC, respectively. Five of the 6 DCIS-enriched LR pairs involved ephrin interactions, with interaction level progressively decreasing from normal to DCIS to IDC. In contrast, 2 IDC-enriched LR pairs involved T-cell activity likely regulating Treg proliferation (CD28-CD86) or T and NK cells stimulation (CD226-PVR). Notably, the bulk expression product of one identified LR pair (EPHB4-EFNB1) was associated with poor survival in IDC (HR=1.47, p=0.04) suggesting that early remodeling of this stromal-epithelial interaction may have long-lasting impact on disease severity.Conclusions The observed changes in cell states and stromal-epithelial interactions, beyond those driven by difference in cell abundance, may lead to new biomarkers for prognosis and targets for secondary prevention.",,10.1101/2022.07.30.502150,http://www.biorxiv.org/content/10.1101/2022.07.30.502150v1,2022.07.30.502150,08/02/2022,,2022-08-02,"Center for Novel Therapeutics and Division of Medical Genetics, Department of Medicine, UC San Diego School of Medicine; Chan Zuckerberg Biohub; Department of Pharmaceutical Chemistry, University of California; Division of Biomedical Informatics, Department of Medicine, UC San Diego School of Medicine; Harvard Medical School, Harvard University; Moores Cancer Center, UC San Diego School of Medicine","Moores Cancer Center, UC San Diego School of Medicine; Division of Biomedical Informatics, Department of Medicine, UC San Diego School of Medicine; Harvard Medical School, Harvard University; Department of Pharmaceutical Chemistry, University of California; Department of Pharmaceutical Chemistry, University of California; Chan Zuckerberg Biohub; Moores Cancer Center, UC San Diego School of Medicine; Center for Novel Therapeutics and Division of Medical Genetics, Department of Medicine, UC San Diego School of Medicine; Department of Pharmaceutical Chemistry, University of California; Moores Cancer Center, UC San Diego School of Medicine; Division of Biomedical Informatics, Department of Medicine, UC San Diego School of Medicine",,,0,,
16,08/08/2022,"Yuan C Ding, Hanbing Song, Aaron Adamson, Daniel Schmolze, Donglei Hu, Scott Huntsman, Linda Steele, Carmina Patrick, Natalie Hernandez, Charleen D Adams, Laura Fejerman, Kevin L. Gardner, Anna María Nápoles, Eliseo J. Pérez-Stable, Jeffrey N. Weitzel, Henrik. Bengtsson, Franklin W. Huang, Susan L. Neuhausen, Elad Ziv",biorxiv,Profile of the somatic mutational landscape in breast tumors from Hispanic/Latina women,"Breast cancer causes the most cancer deaths among Hispanic/Latinas (H/L). However, limited tumor-sequencing data from H/L are available to guide treatment. To address this gap, we performed whole-exome sequencing of DNA from 140 HL germline and 146 matched breast tumors and RNA-seq for the tumors. We generated somatic-mutation profiles, identified copy-number alterations (CNAs), and compared results to non-Hispanic White (White) women in The Cancer Genome Atlas. Similar to Whites, PIK3CA and TP53 were the most commonly mutated genes in breast tumors from H/L. We found 4 common COSMIC mutation signatures (1, 2, 3, 13) and signature 16 not previously reported in other breast-cancer datasets. We observed recurrent amplifications in breast-cancer drivers including MYC, FGFR1, CCND1, and ERBB2, and a recurrent amplification on 17q11.2 associated with high KIAA0100 gene expression, implicated in breast-cancer aggressiveness. Expanded research is required to determine how these characteristics of H/L tumors impact treatment response and survival.",,10.1101/2022.08.01.502349,http://www.biorxiv.org/content/10.1101/2022.08.01.502349v1,2022.08.01.502349,08/03/2022,,2022-08-03,"Bakar Computational Health Sciences Institute, University of California; Chan Zuckerberg Biohub; Department of Epidemiology and Biostatistics, University of California; Department of Medicine, San Francisco Veterans Affairs Medical Center; Department of Pathology and Cell Biology, Columbia University Irvine Medical Center; Department of Pathology, City of Hope Medical Center; Department of Population Sciences, Beckman Research Institute of City of Hope; Department of Public Health Sciences and Comprehensive Cancer Center, University of California Davis; Division of General Internal Medicine, Department of Medicine, University of California; Division of Hematology/Oncology, Department of Medicine, University of California; Division of Intramural Research, National Institute on Minority and Health Disparities, National Institutes of Health; Harvard T.H. Chan School of Public Health; Helen Diller Family Comprehensive Cancer Center, University of California; Institute for Human Genetics, University of California, San Francisco; Latin American School of Oncology; National Institute on Minority and Health Disparities, National Institutes of Health; Western University of Health Sciences College of Graduate Nursing","Department of Population Sciences, Beckman Research Institute of City of Hope; Division of Hematology/Oncology, Department of Medicine, University of California; Department of Population Sciences, Beckman Research Institute of City of Hope; Department of Pathology, City of Hope Medical Center; Division of General Internal Medicine, Department of Medicine, University of California; Division of General Internal Medicine, Department of Medicine, University of California; Department of Population Sciences, Beckman Research Institute of City of Hope; Department of Population Sciences, Beckman Research Institute of City of Hope; Western University of Health Sciences College of Graduate Nursing; Harvard T.H. Chan School of Public Health; Department of Public Health Sciences and Comprehensive Cancer Center, University of California Davis; Department of Pathology and Cell Biology, Columbia University Irvine Medical Center; Division of Intramural Research, National Institute on Minority and Health Disparities, National Institutes of Health; National Institute on Minority and Health Disparities, National Institutes of Health; Latin American School of Oncology; Department of Epidemiology and Biostatistics, University of California; Helen Diller Family Comprehensive Cancer Center, University of California; Division of Hematology/Oncology, Department of Medicine, University of California; Helen Diller Family Comprehensive Cancer Center, University of California; Bakar Computational Health Sciences Institute, University of California; Institute for Human Genetics, University of California, San Francisco; Chan Zuckerberg Biohub; Department of Medicine, San Francisco Veterans Affairs Medical Center; Department of Population Sciences, Beckman Research Institute of City of Hope; Division of General Internal Medicine, Department of Medicine, University of California; Helen Diller Family Comprehensive Cancer Center, University of California; Institute for Human Genetics, University of California, San Francisco",,,0,,
17,08/08/2022,"Abby Sarkar, Yinhua Jin, Brian C. DeFelice, Catriona Logan, Yan Yang, Teni Anbarchian, Peng Wu, Maurizio Morri, Norma Neff, Huy Nguyen, Eric Rulifson, Matt Fish, Azalia M. Martínez Jaimes, Roel Nusse",biorxiv,Intermittent fasting induces rapid hepatocyte proliferation to restore the hepatostat in the mouse liver,"Nutrient availability fluctuates in most natural populations, forcing organisms to undergo periods of fasting and re-feeding. It is unknown how dietary changes influence liver homeostasis. Here, we show that a switch from ad libitum feeding to intermittent fasting, IF, promotes rapid hepatocyte proliferation. Mechanistically, IF-induced hepatocyte proliferation is driven by the combined action of intestinally produced, systemic endocrine FGF15 and localized WNT signaling. Hepatocyte proliferation during periods of fasting and re-feeding re-establishes a constant liver-to-body-mass ratio, thus maintaining the hepatostat. This study provides the first example of dietary influence on adult hepatocyte proliferation and challenges the widely held view that liver tissue is mostly quiescent unless chemically or mechanically injured.",,10.1101/2021.10.16.464650,http://www.biorxiv.org/content/10.1101/2021.10.16.464650v2,2021.10.16.464650,08/03/2022,,2022-08-03,"Chan-Zuckerberg Biohub; Department of Neurology and Neurological Sciences, Stanford University School of Medicine; Department of Pediatrics, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Stanford Center for Genomics & Personalized Medicine, Stanford University School of Medicine","Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Chan-Zuckerberg Biohub; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Stanford Center for Genomics & Personalized Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Department of Pediatrics, Stanford University School of Medicine; Chan-Zuckerberg Biohub; Chan-Zuckerberg Biohub; Department of Neurology and Neurological Sciences, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine; Howard Hughes Medical Institute, Department of Developmental Biology, Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine",,,0,,
18,08/08/2022,Matthew Ravalin;Heegwang Roh;Rahul Suryawanshi;G Renuka Kumar;John E Pak;Melanie Ott;Alice Y Ting,J Am Chem Soc,A Single-Component Luminescent Biosensor for the SARS-CoV-2 Spike Protein,"Many existing protein detection strategies depend on highly functionalized antibody reagents. A simpler and easier to produce class of detection reagent is highly desirable. We designed a single-component, recombinant, luminescent biosensor that can be expressed in laboratory strains of Escherichia coli and Saccharomyces cerevisiae. This biosensor is deployed in multiple homogeneous and immobilized assay formats to detect recombinant SARS-CoV-2 spike antigen and cultured virus. The chemiluminescent signal generated facilitates detection by an unaugmented cell phone camera. Binding-activated tandem split-enzyme (BAT) biosensors may serve as a useful template for diagnostics and reagents that detect SARS-CoV-2 antigens and other proteins of interest.",35876794,10.1021/jacs.2c04192.,https://doi.org/10.1021/jacs.2c04192,,07/25/2022,08/03/2022,2022-08-03,"1 Gladstone Institutes, San Francisco, California 94158, United States.2 Chan Zuckerberg Biohub, San Francisco, California 94158, United States.3 Department of Medicine, University of California, San Francisco, California 94158, United States.",,,2022 Aug 3;144(30):13663-13672.,0,,
19,08/08/2022,Christoph Sadée#;Lauren D Hagler#;Winston R Becker;Inga Jarmoskaite;Pavanapuresan P Vaidyanathan;Sarah K Denny;William J Greenleaf;Daniel Herschlag,Nat Commun,A comprehensive thermodynamic model for RNA binding by the Saccharomyces cerevisiae Pumilio protein PUF4,"Genomic methods have been valuable for identifying RNA-binding proteins (RBPs) and the genes, pathways, and processes they regulate. Nevertheless, standard motif descriptions cannot be used to predict all RNA targets or test quantitative models for cellular interactions and regulation. We present a complete thermodynamic model for RNA binding to the S. cerevisiae Pumilio protein PUF4 derived from direct binding data for 6180 RNAs measured using the RNA on a massively parallel array (RNA-MaP) platform. The PUF4 model is highly similar to that of the related RBPs, human PUM2 and PUM1, with one marked exception: a single favorable site of base flipping for PUF4, such that PUF4 preferentially binds to a non-contiguous series of residues. These results are foundational for developing and testing cellular models of RNA-RBP interactions and function, for engineering RBPs, for understanding the biophysical nature of RBP binding and the evolutionary landscape of RNAs and RBPs.",35927243,10.1038/s41467-022-31968-z.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9352680/,,,08/04/2022,2022-08-04,"1 Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA.2 Biophysics Program, Stanford University School of Medicine, Stanford, CA, USA.3 Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA.4 Protillion Biosciences, Burlingame, CA, USA.5 Scribe Therapeutics, Alameda, CA, USA.6 Department of Applied Physics, Stanford University, Stanford, CA, USA.7 Chan Zuckerberg Biohub, San Francisco, CA, USA.8 Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA. herschla@stanford.edu.9 Department of Chemical Engineering, Stanford University, Stanford, CA, USA. herschla@stanford.edu.10 ChEM-H Institute, Stanford University, Stanford, CA, USA. herschla@stanford.edu.",,,2022 Aug 4;13(1):4522.,0,,
20,08/08/2022,"Annamarie Bustion, Ayushi Agrawal, Peter J. Turnbaugh, Katherine S. Pollard",biorxiv,A novel in silico method employs chemical and protein similarity algorithms to accurately identify chemical transformations in the human gut microbiome,"Bacteria within the gut microbiota possess the ability to metabolize a wide array of human drugs, foods, and toxins, but the responsible enzymes for these chemical events remain largely uncharacterized due to the time consuming nature of current experimental approaches. Attempts have been made in the past to computationally predict which bacterial species and enzymes are responsible for chemical transformations in the gut environment, but with low accuracy due to minimal chemical representation and sequence similarity search schemes. Here, we present an in silico approach that employs chemical and protein Similarity algorithms that Identify MicrobioMe Enzymatic Reactions (SIMMER). We show that SIMMER predicts the chemistry and responsible species and enzymes for a queried reaction with high accuracy, unlike previous methods. We demonstrate SIMMER use cases in the context of drug metabolism by predicting previously uncharacterized enzymes for 88 drug transformations known to occur in the human gut. Bacterial species containing these enzymes are enriched within human donor stool samples that metabolize the query compound. After demonstrating its utility and accuracy, we chose to make SIMMER available as both a command-line and web tool, with flexible input and output options for determining chemical transformations within the human gut. We present SIMMER as a computational addition to the microbiome researcher’s toolbox, enabling them to make informed hypotheses before embarking on the lengthy laboratory experiments required to characterize novel bacterial enzymes that can alter human ingested compounds.",,10.1101/2022.08.02.502504,http://www.biorxiv.org/content/10.1101/2022.08.02.502504v1,2022.08.02.502504,08/04/2022,,2022-08-04,"Bakar Computational Health Sciences Institute, University of California; Chan Zuckerberg Biohub; Department of Epidemiology & Biostatistics, University of California; Department of Microbiology & Immunology, University of California San Francisco; Institute for Human Genetics, University of California; Institute of Data Science and Biotechnology, Gladstone Institutes; Pharmaceutical Sciences and Pharmacogenomics Graduate Program, University of California","Pharmaceutical Sciences and Pharmacogenomics Graduate Program, University of California; Institute of Data Science and Biotechnology, Gladstone Institutes; Institute of Data Science and Biotechnology, Gladstone Institutes; Department of Microbiology & Immunology, University of California San Francisco; Chan Zuckerberg Biohub; Institute of Data Science and Biotechnology, Gladstone Institutes; Chan Zuckerberg Biohub; Department of Epidemiology & Biostatistics, University of California; Institute for Human Genetics, University of California; Bakar Computational Health Sciences Institute, University of California",,,0,,
21,08/08/2022,Diana Mahdessian#;Anthony J Cesnik#;Christian Gnann;Frida Danielsson;Lovisa Stenström;Muhammad Arif;Cheng Zhang;Trang Le;Fredric Johansson;Rutger Schutten;Anna Bäckström;Ulrika Axelsson;Peter Thul;Nathan H Cho;Oana Carja;Mathias Uhlén;Adil Mardinoglu;Charlotte Stadler;Cecilia Lindskog;Burcu Ayoglu;Manuel D Leonetti;Fredrik Pontén;Devin P Sullivan;Emma Lundberg,Nature,Author Correction: Spatiotemporal dissection of the cell cycle with single-cell proteogenomics,No abstract available,35931766,10.1038/s41586-022-05180-4.,https://doi.org/10.1038/s41586-022-05180-4,,,08/05/2022,2022-08-05,"1 Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.2 Department of Genetics, Stanford University, Stanford, CA, USA.3 Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA.4 Computational Biology Department, Carnegie Mellon University, Pittsburgh, PA, USA.5 Centre for Host-Microbiome Interactions, Faculty of Dentistry, Oral & Craniofacial Sciences, King's College London, London, UK.6 Department of Immunology, Genetics and Pathology, Uppsala University, Uppsala, Sweden.7 Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden. emma.lundberg@scilifelab.se.8 Department of Genetics, Stanford University, Stanford, CA, USA. emma.lundberg@scilifelab.se.9 Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA. emma.lundberg@scilifelab.se.",,,2022 Aug 5.,0,,
