record id,save datetime,biohub author,possible biohub author,corresponding author,corresponding author institution,journal,doi,pmid,title,url,abstract,keyword,pdf url,version,version number,type,date,epost date,publish date,authors,authors2,affiliations list,author - affiliations,published or not,confirm published doi,confirm preprint doi,possible match result,match id,record change number,Possible biohub author
11,2022-08-19,,,,,arxiv,10.48550/arXiv.2210.01383,,Generalizing Bayesian Optimization with Decision-theoretic Entropies,https://arxiv.org/abs/2210.01383,"Bayesian optimization (BO) is a popular method for efficiently inferringoptima of an expensive black-box function via a sequence of queries. Existinginformation-theoretic BO procedures aim to make queries that most reduce theuncertainty about optima, where the uncertainty is captured by Shannon entropy.However, an optimal measure of uncertainty would, ideally, factor in how weintend to use the inferred quantity in some downstream procedure. In thispaper, we instead consider a generalization of Shannon entropy from work instatistical decision theory (DeGroot 1962, Rao 1984), which contains a broadclass of uncertainty measures parameterized by a problem-specific loss functioncorresponding to a downstream task. We first show that special cases of thisentropy lead to popular acquisition functions used in BO procedures such asknowledge gradient, expected improvement, and entropy search. We then show howalternative choices for the loss yield a flexible family of acquisitionfunctions that can be customized for use in novel optimization settings.Additionally, we develop gradient-based methods to efficiently optimize ourproposed family of acquisition functions, and demonstrate strong empiricalperformance on a diverse set of sequential decision making tasks, includingvariants of top-$k$ optimization, multi-level set estimation, and sequencesearch.",,https://arxiv.org/pdf/2210.01383,arXiv:2210.01383v1,,,10/04/2022,10/04/2022,,,"Willie Neiswanger, Lantao Yu, Shengjia Zhao, Chenlin Meng, Stefano Ermon",,,,,,,,0,
12,2022-08-19,,,,,arxiv,10.48550/arXiv.2210.04642,,Exploration via Planning for Information about the Optimal Trajectory,https://arxiv.org/abs/2210.04642,"Many potential applications of reinforcement learning (RL) are stymied by thelarge numbers of samples required to learn an effective policy. This isespecially true when applying RL to real-world control tasks, e.g. in thesciences or robotics, where executing a policy in the environment is costly. Inpopular RL algorithms, agents typically explore either by adding stochasticityto a reward-maximizing policy or by attempting to gather maximal informationabout environment dynamics without taking the given task into account. In thiswork, we develop a method that allows us to plan for exploration while takingboth the task and the current knowledge about the dynamics into account. Thekey insight to our approach is to plan an action sequence that maximizes theexpected information gain about the optimal trajectory for the task at hand. Wedemonstrate that our method learns strong policies with 2x fewer samples thanstrong exploration baselines and 200x fewer samples than model free methods ona diverse set of low-to-medium dimensional control tasks in both the open-loopand closed-loop control settings.",,https://arxiv.org/pdf/2210.04642,arXiv:2210.04642v1,,,10/06/2022,10/06/2022,,,"Viraj Mehta, Ian Char, Joseph Abbate, Rory Conlin, Mark D. Boyer, Stefano Ermon, Jeff Schneider, Willie Neiswanger",,,,,,,,0,
13,2022-08-19,,,,,arxiv,10.48550/arXiv.2210.03324,,AutoML for Climate Change: A Call to Action,https://arxiv.org/abs/2210.03324,"The challenge that climate change poses to humanity has spurred a rapidlydeveloping field of artificial intelligence research focused on climate changeapplications. The climate change AI (CCAI) community works on a diverse,challenging set of problems which often involve physics-constrained ML orheterogeneous spatiotemporal data. It would be desirable to use automatedmachine learning (AutoML) techniques to automatically find high-performingarchitectures and hyperparameters for a given dataset. In this work, webenchmark popular AutoML libraries on three high-leverage CCAI applications:climate modeling, wind power forecasting, and catalyst discovery. We find thatout-of-the-box AutoML libraries currently fail to meaningfully surpass theperformance of human-designed CCAI models. However, we also identify a few keyweaknesses, which stem from the fact that most AutoML techniques are tailoredto computer vision and NLP applications. For example, while dozens of searchspaces have been designed for image and language data, none have been designedfor spatiotemporal data. Addressing these key weaknesses can lead to thediscovery of novel architectures that yield substantial performance gainsacross numerous CCAI applications. Therefore, we present a call to action tothe AutoML community, since there are a number of concrete, promisingdirections for future work in the space of AutoML for CCAI. We release our codeand a list of resources athttps://github.com/climate-change-automl/climate-change-automl.",,https://arxiv.org/pdf/2210.03324,arXiv:2210.03324v1,,,10/07/2022,10/07/2022,,,"Renbo Tu, Nicholas Roberts, Vishak Prasad, Sibasis Nayak, Paarth Jain, Frederic Sala, Ganesh Ramakrishnan, Ameet Talwalkar, Willie Neiswanger, Colin White",,,,,,,,0,
14,2022-08-19,,,,,arxiv,10.48550/arXiv.2210.04977,,Domain-guided data augmentation for deep learning on medical imaging,https://arxiv.org/abs/2210.04977,"While domain-specific data augmentation can be useful in training neuralnetworks for medical imaging tasks, such techniques have not been widely usedto date. Here, we test whether domain-specific data augmentation is useful formedical imaging using a well-benchmarked task: view classification on fetalultrasound FETAL-125 and OB-125 datasets. We found that using acontext-preserving cut-paste strategy, we could create valid training data asmeasured by performance of the resulting trained model on the benchmark testdataset. When used in an online fashion, models trained on this data performedsimilarly to those trained using traditional data augmentation (FETAL-125F-score 85.33+/-0.24 vs 86.89+/-0.60, p-value 0.0139; OB-125 F-score74.60+/-0.11 vs 72.43+/-0.62, p-value 0.0039). Furthermore, the ability toperform augmentations during training time, as well as the ability to applychosen augmentations equally across data classes, are important considerationsin designing a bespoke data augmentation. Finally, we provide open-source codeto facilitate running bespoke data augmentations in an online fashion. Takentogether, this work expands the ability to design and apply domain-guided dataaugmentations for medical imaging tasks.",,https://arxiv.org/pdf/2210.04977,arXiv:2210.04977v1,,,10/10/2022,10/10/2022,,,"Chinmayee Athalye, Rima Arnaout",,,,,,,,0,
15,2022-08-19,,,,,arxiv,10.48550/arXiv.2210.04979,,Label-free segmentation from cardiac ultrasound using self-supervised learning,https://arxiv.org/abs/2210.04979,"Background: Segmentation and measurement of cardiac chambers is critical inechocardiography but is also laborious and poorly reproducible. Neural networkscan assist, but supervised approaches require the same laborious manualannotations, while unsupervised approaches have fared poorly in ultrasound todate. Objectives: We built a pipeline for self-supervised (no manual labelsrequired) segmentation of cardiac chambers, combining computer vision, clinicaldomain knowledge, and deep learning. Methods: We trained on 450 echocardiograms(145,000 images) and tested on 8,393 echocardiograms (4,476,266 images; meanage 61 years, 51% female), using the resulting segmentations to calculatestructural and functional measurements. We also tested our pipeline againstexternal images from an additional 10,030 patients (20,060 images) withavailable manual tracings of the left ventricle. Results: r2 between clinicallymeasured and pipeline-predicted measurements were similar to reportedinter-clinician variation for LVESV and LVEDV (pipeline vs. clinical r2= 0.74and r2=0.65, respectively), LVEF and LV mass (r2= 0.46 and r2=0.54), left andright atrium volumes (r2=0.7 and r2=0.6), and right ventricle area (r2=0.47).When binarized into normal vs. abnormal categories, average accuracy was 0.81(range 0.71-0.95). A subset of the test echocardiograms (n=553) hadcorresponding cardiac MRI; correlation between pipeline and CMR measurementswas similar to that between clinical echocardiogram and CMR. Finally, in theexternal dataset, our pipeline accurately segments the left ventricle with anaverage Dice score of 0.83 (95% CI 0.83). Conclusions: Our results demonstratea human-label-free, valid, and scalable method for segmentation fromultrasound, a noisy but globally important imaging modality.",,https://arxiv.org/pdf/2210.04979,arXiv:2210.04979v1,,,10/10/2022,10/10/2022,,,"Danielle L. Ferreira, Zaynaf Salaymang, Rima Arnaout",,,,,,,,0,
16,2022-08-19,Manu VanaerschotElizabeth FahsbenderAndrés Aranda-DíazCristina M Tato,,,,Frontiers in epidemiology,10.3389/fepid.2022.926695,36247976,Metagenomic Pathogen Sequencing in Resource-Scarce Settings: Lessons Learned and the Road Ahead.,https://pubmed.ncbi.nlm.nih.gov/36247976,"Metagenomic next-generation sequencing (mNGS) is the process of sequencing all genetic material in a biological sample. The technique is growing in popularity with myriad applications including outbreak investigation, biosurveillance, and pathogen detection in clinical samples. However, mNGS programs are costly to build and maintain, and additional obstacles faced by low- and middle-income countries (LMICs) may further widen global inequities in mNGS capacity. Over the past two decades, several important infectious disease outbreaks have highlighted the importance of establishing widespread sequencing capacity to support rapid disease detection and containment at the source. Using lessons learned from the COVID-19 pandemic, LMICs can leverage current momentum to design and build sustainable mNGS programs, which would form part of a global surveillance network crucial to the elimination of infectious diseases.",COVID-19 ; LMIC ; Metagenomics ; biosurveillance ; next-generation sequencing,,,,,2022/10/18/6/0,2022/08/15,2022/10/18/6/0,Christina Yek ; Andrea R Pacheco ; Manu Vanaerschot ; Jennifer A Bohl ; Elizabeth Fahsbender ; Andrés Aranda-Díaz ; Sreyngim Lay ; Sophana Chea ; Meng Heng Oum ; Chanthap Lon ; Cristina M Tato ; Jessica E Manning,,"Chan Zuckerberg Biohub, San Francisco, California, USA.;Chan Zuckerberg Biohub, San Francisco, California, USA.; Department of Medicine, University of California, San Francisco, California, USA.;Department of Critical Care Medicine, National Institutes H(of Health Clinical Center, Bethesda, Maryland, USA.; Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, Rockville, Maryland, USA.;International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.;Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, Rockville, Maryland, USA.; International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.;Vaccine Immunology Program, Vaccine Research Center, National Institute of Allergy and Infectious Diseases, Bethesda, Maryland, USA.","Christina Yek: Department of Critical Care Medicine, National Institutes H(of Health Clinical Center, Bethesda, Maryland, USA.; Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, Rockville, Maryland, USA.Andrea R Pacheco: International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.Manu Vanaerschot: Chan Zuckerberg Biohub, San Francisco, California, USA.Jennifer A Bohl: Vaccine Immunology Program, Vaccine Research Center, National Institute of Allergy and Infectious Diseases, Bethesda, Maryland, USA.Elizabeth Fahsbender: Chan Zuckerberg Biohub, San Francisco, California, USA.Andrés Aranda-Díaz: Chan Zuckerberg Biohub, San Francisco, California, USA.; Department of Medicine, University of California, San Francisco, California, USA.Sreyngim Lay: International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.Sophana Chea: International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.Meng Heng Oum: International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.Chanthap Lon: International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.Cristina M Tato: Chan Zuckerberg Biohub, San Francisco, California, USA.Jessica E Manning: Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, Rockville, Maryland, USA.; International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, Phnom Penh, Cambodia.",,,,,,0,"Tato, Cristina"
17,2022-08-19,Angela Oliveira PiscoJames Zou,,Sten LinnarssonJames Zou,"Karolinska Institute, Stockholm, Sweden. Electronic address: sten.linnarsson@ki.se.Department of Electrical Engineering, Stanford University, Stanford, CA, USA; Chan-Zuckerberg Biohub, San Francisco, CA, USA; Department of Biomedical Data Science, Stanford University, Stanford, CA, USA. Electronic address: jamesz@stanford.edu.",Journal of molecular biology,10.1016/j.jmb.2022.167606,35489382,"Dynamical Systems Model of RNA Velocity Improves Inference of Single-cell Trajectory, Pseudo-time and Gene Regulation.",https://pubmed.ncbi.nlm.nih.gov/35489382,"Recent development in inferring RNA velocity from single-cell RNA-seq opens up exciting new vista into developmental lineage and cellular dynamics. However, the estimated velocity only gives a snapshot of how the transcriptome instantaneously changes in individual cells, and it does not provide quantitative predictions and insights about the whole system. In this work, we develop RNA-ODE, a principled computational framework that extends RNA velocity to quantify systems level dynamics and improve single-cell data analysis. We model the gene expression dynamics by an ordinary differential equation (ODE) based formalism. Given a snapshot of gene expression at one time, RNA-ODE is able to predict and extrapolate the expression trajectory of each cell by solving the dynamic equations. Systematic experiments on simulations and on new data from developing brain demonstrate that RNA-ODE substantially improves many aspects of standard single-cell analysis. By leveraging temporal dynamics, RNA-ODE more accurately estimates cell state lineage and pseudo-time compared to previous state-of-the-art methods. It also infers gene regulatory networks and identifies influential genes whose expression changes can decide cell fate. We expect RNA-ODE to be a Swiss army knife that aids many facets of single-cell RNA-seq analysis.",RNA velocity ; dynamical systems model of biology ; expression dynamics ; machine learning ; single-cell RNA sequencing,,,,,2022/5/1/6/0,2022/04/27,2022/5/1/6/0,Ruishan Liu ; Angela Oliveira Pisco ; Emelie Braun ; Sten Linnarsson ; James Zou,,"Chan-Zuckerberg Biohub, San Francisco, CA, USA.;Department of Electrical Engineering, Stanford University, Stanford, CA, USA.;Department of Electrical Engineering, Stanford University, Stanford, CA, USA; Chan-Zuckerberg Biohub, San Francisco, CA, USA; Department of Biomedical Data Science, Stanford University, Stanford, CA, USA. Electronic address: jamesz@stanford.edu.;Karolinska Institute, Stockholm, Sweden.;Karolinska Institute, Stockholm, Sweden. Electronic address: sten.linnarsson@ki.se.","Ruishan Liu: Department of Electrical Engineering, Stanford University, Stanford, CA, USA.Angela Oliveira Pisco: Chan-Zuckerberg Biohub, San Francisco, CA, USA.Emelie Braun: Karolinska Institute, Stockholm, Sweden.Sten Linnarsson: Karolinska Institute, Stockholm, Sweden. Electronic address: sten.linnarsson@ki.se.James Zou: Department of Electrical Engineering, Stanford University, Stanford, CA, USA; Chan-Zuckerberg Biohub, San Francisco, CA, USA; Department of Biomedical Data Science, Stanford University, Stanford, CA, USA. Electronic address: jamesz@stanford.edu.",,,,,,0,
18,2022-08-19,Aditi AgrawalMaurizio MorriNorma Neff,,Mengdi WangLe Cong,"Department of Electrical and Computer Engineering, Princeton University, Princeton, NJ 08544, USA; Center for Statistics and Machine Learning, Princeton University, Princeton, NJ 08544, USA. Electronic address: mengdiw@princeton.edu.Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA; Wu Tsai Neuroscience Institute, Stanford Cancer Institute, Stanford University School of Medicine, Stanford, CA 94305, USA. Electronic address: congle@stanford.edu.",Molecular cell,10.1016/j.molcel.2022.06.001,35752172,Machine-learning-optimized Cas12a barcoding enables the recovery of single-cell lineages and transcriptional profiles.,https://pubmed.ncbi.nlm.nih.gov/35752172,"The development of CRISPR-based barcoding methods creates an exciting opportunity to understand cellular phylogenies. We present a compact, tunable, high-capacity Cas12a barcoding system called dual acting inverted site array (DAISY). We combined high-throughput screening and machine learning to predict and optimize the 60-bp DAISY barcode sequences. After optimization, top-performing barcodes had ∼10-fold increased capacity relative to the best random-screened designs and performed reliably across diverse cell types. DAISY barcode arrays generated ∼12 bits of entropy and ∼66,000 unique barcodes. Thus, DAISY barcodes-at a fraction of the size of Cas9 barcodes-achieved high-capacity barcoding. We coupled DAISY barcoding with single-cell RNA-seq to recover lineages and gene expression profiles from ∼47,000 human melanoma cells. A single DAISY barcode recovered up to ∼700 lineages from one parental cell. This analysis revealed heritable single-cell gene expression and potential epigenetic modulation of memory gene transcription. Overall, Cas12a DAISY barcoding is an efficient tool for investigating cell-state dynamics.",CRISPR barcoding ; Cas12a ; PRC2 ; high throughput screening ; lineage tracking ; machine learning ; melanoma ; online learning optimization ; single cell genomics ; transcriptional memory,,,,,2022/6/26/6/0,2022/06/24,2022/6/26/6/0,Nicholas W Hughes ; Yuanhao Qu ; Jiaqi Zhang ; Weijing Tang ; Justin Pierce ; Chengkun Wang ; Aditi Agrawal ; Maurizio Morri ; Norma Neff ; Monte M Winslow ; Mengdi Wang ; Le Cong,,"Chan Zuckerberg Biohub, Stanford, CA 94305, USA.;Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA 02139, USA; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.;Department of Electrical and Computer Engineering, Princeton University, Princeton, NJ 08544, USA; Center for Statistics and Machine Learning, Princeton University, Princeton, NJ 08544, USA. Electronic address: mengdiw@princeton.edu.;Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.;Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA; Wu Tsai Neuroscience Institute, Stanford Cancer Institute, Stanford University School of Medicine, Stanford, CA 94305, USA.;Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA; Wu Tsai Neuroscience Institute, Stanford Cancer Institute, Stanford University School of Medicine, Stanford, CA 94305, USA. Electronic address: congle@stanford.edu.","Nicholas W Hughes: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA; Wu Tsai Neuroscience Institute, Stanford Cancer Institute, Stanford University School of Medicine, Stanford, CA 94305, USA.Yuanhao Qu: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.Jiaqi Zhang: Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA 02139, USA; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.Weijing Tang: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.Justin Pierce: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.Chengkun Wang: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.Aditi Agrawal: Chan Zuckerberg Biohub, Stanford, CA 94305, USA.Maurizio Morri: Chan Zuckerberg Biohub, Stanford, CA 94305, USA.Norma Neff: Chan Zuckerberg Biohub, Stanford, CA 94305, USA.Monte M Winslow: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.Mengdi Wang: Department of Electrical and Computer Engineering, Princeton University, Princeton, NJ 08544, USA; Center for Statistics and Machine Learning, Princeton University, Princeton, NJ 08544, USA. Electronic address: mengdiw@princeton.edu.Le Cong: Department of Pathology, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA; Wu Tsai Neuroscience Institute, Stanford Cancer Institute, Stanford University School of Medicine, Stanford, CA 94305, USA. Electronic address: congle@stanford.edu.",,,,,,0,"Smolke, Christina"
19,2022-08-19,Bo Huang,,,,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2207200119,35858375,Structural insights into the human PA28-20S proteasome enabled by efficient tagging and purification of endogenous proteins.,https://pubmed.ncbi.nlm.nih.gov/35858375,"The ability to produce folded and functional proteins is a necessity for structural biology and many other biological sciences. This task is particularly challenging for numerous biomedically important targets in human cells, including membrane proteins and large macromolecular assemblies, hampering mechanistic studies and drug development efforts. Here we describe a method combining CRISPR-Cas gene editing and fluorescence-activated cell sorting to rapidly tag and purify endogenous proteins in HEK cells for structural characterization. We applied this approach to study the human proteasome from HEK cells and rapidly determined cryogenic electron microscopy structures of major proteasomal complexes, including a high-resolution structure of intact human PA28αβ-20S. Our structures reveal that PA28 with a subunit stoichiometry of 3α/4β engages tightly with the 20S proteasome. Addition of a hydrophilic peptide shows that polypeptides entering through PA28 are held in the antechamber of 20S prior to degradation in the proteolytic chamber. This study provides critical insights into an important proteasome complex and demonstrates key methodologies for the tagging of proteins from endogenous sources.",CRISPR-Cas9 ; endogenous protein tagging ; proteasome ; single-particle cryo-EM,,,,,2022/7/21/6/0,2022/07/19,2022/7/21/6/0,Jianhua Zhao ; Suraj Makhija ; Chenyu Zhou ; Hanxiao Zhang ; YongQiang Wang ; Monita Muralidharan ; Bo Huang ; Yifan Cheng,,";Department of Biochemistry and Biophysics, University of California, San Francisco, CA 94143.;Department of Biochemistry and Biophysics, University of California, San Francisco, CA 94143.; Howard Hughes Medical Institute, University of California, San Francisco, CA, 94143.;Department of Cellular Molecular Pharmacology, University of California, San Francisco, CA 94143.;Department of Pharmaceutical Chemistry, University of California, San Francisco, CA 94143.; Chan Zuckerberg Biohub, San Francisco, CA 94158.;Howard Hughes Medical Institute, University of California, San Francisco, CA, 94143.;UC Berkeley-UCSF Joint Graduate Program in Bioengineering, University of California, San Francisco, CA 94143.","Jianhua Zhao: Department of Biochemistry and Biophysics, University of California, San Francisco, CA 94143.Suraj Makhija: UC Berkeley-UCSF Joint Graduate Program in Bioengineering, University of California, San Francisco, CA 94143.Chenyu Zhou: Hanxiao Zhang: YongQiang Wang: Howard Hughes Medical Institute, University of California, San Francisco, CA, 94143.Monita Muralidharan: Department of Cellular Molecular Pharmacology, University of California, San Francisco, CA 94143.Bo Huang: Department of Pharmaceutical Chemistry, University of California, San Francisco, CA 94143.; Chan Zuckerberg Biohub, San Francisco, CA 94158.Yifan Cheng: Department of Biochemistry and Biophysics, University of California, San Francisco, CA 94143.; Howard Hughes Medical Institute, University of California, San Francisco, CA, 94143.",,,,,,0,"Maharbiz, Michel"
20,2022-08-19,Zev J Gartner,,Lyndsay M MurrowZev J Gartner,"Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: lmurrow@gmail.com.Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA. Electronic address: zev.gartner@ucsf.edu.",Cell systems,10.1016/j.cels.2022.06.005,35863345,Mapping hormone-regulated cell-cell interaction networks in the human breast at single-cell resolution.,https://pubmed.ncbi.nlm.nih.gov/35863345,"The rise and fall of estrogen and progesterone across menstrual cycles and during pregnancy regulates breast development and modifies cancer risk. How these hormones impact each cell type in the breast remains poorly understood because they act indirectly through paracrine networks. Using single-cell analysis of premenopausal breast tissue, we reveal a network of coordinated transcriptional programs representing the tissue-level response to changing hormone levels. Our computational approach, DECIPHER-seq, leverages person-to-person variability in breast composition and cell state to uncover programs that co-vary across individuals. We use differences in cell-type proportions to infer a subset of programs that arise from direct cell-cell interactions regulated by hormones. Further, we demonstrate that prior pregnancy and obesity modify hormone responsiveness through distinct mechanisms: obesity reduces the proportion of hormone-responsive cells, whereas pregnancy dampens the direct response of these cells to hormones. Together, these results provide a comprehensive map of the cycling human breast.",cell-cell interactions ; hormone signaling ; human breast ; sample heterogeneity ; scRNA-seq ; single-cell genomics,,,,,2022/7/22/6/0,2022/07/20,2022/7/22/6/0,Lyndsay M Murrow ; Robert J Weber ; Joseph A Caruso ; Christopher S McGinnis ; Kiet Phong ; Philippe Gascard ; Gabrielle Rabadam ; Alexander D Borowsky ; Tejal A Desai ; Matthew Thomson ; Thea Tlsty ; Zev J Gartner,,"Center for Immunology and Infectious Diseases, Department of Pathology and Laboratory Medicine, University of California, Davis, Davis, CA 95696, USA.;Computational Biology, Caltech, Pasadena, CA 91125, USA.;Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.;Department of Pathology and Helen Diller Cancer Center, University of California, San Francisco, San Francisco, CA 94143, USA.;Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.;Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: lmurrow@gmail.com.;Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA. Electronic address: zev.gartner@ucsf.edu.;Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.;Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Medical Scientist Training Program (MSTP), University of California, San Francisco, San Francisco, CA 94518, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.","Lyndsay M Murrow: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: lmurrow@gmail.com.Robert J Weber: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Medical Scientist Training Program (MSTP), University of California, San Francisco, San Francisco, CA 94518, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.Joseph A Caruso: Department of Pathology and Helen Diller Cancer Center, University of California, San Francisco, San Francisco, CA 94143, USA.Christopher S McGinnis: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.Kiet Phong: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.Philippe Gascard: Department of Pathology and Helen Diller Cancer Center, University of California, San Francisco, San Francisco, CA 94143, USA.Gabrielle Rabadam: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.Alexander D Borowsky: Center for Immunology and Infectious Diseases, Department of Pathology and Laboratory Medicine, University of California, Davis, Davis, CA 95696, USA.Tejal A Desai: Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.Matthew Thomson: Computational Biology, Caltech, Pasadena, CA 91125, USA.Thea Tlsty: Department of Pathology and Helen Diller Cancer Center, University of California, San Francisco, San Francisco, CA 94143, USA.Zev J Gartner: Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA. Electronic address: zev.gartner@ucsf.edu.",,,10.1101/430611,,,0,"Elias, Josh"
